,label,lag,mae,rmse,model_path
61,"Job Openings: Private education and health services - Rate in Percent, Monthly, Seasonally Adjusted (All size classes)",1,2.033965407770028,2.10801694441458,models_prophet/openings/prophet_Job_Openings_Private_education_and_health_services__Rate_in_Percent_Monthly_Seasonally_Adjusted_(All_size_classes)_lag1.pkl
62,"Job Openings: Private education and health services - Rate in Percent, Monthly, Seasonally Adjusted (All size classes)",2,2.0466740246913657,2.1203357103978906,models_prophet/openings/prophet_Job_Openings_Private_education_and_health_services__Rate_in_Percent_Monthly_Seasonally_Adjusted_(All_size_classes)_lag2.pkl
63,"Job Openings: Private education and health services - Rate in Percent, Monthly, Seasonally Adjusted (All size classes)",3,2.0451101265949974,2.1188236519460815,models_prophet/openings/prophet_Job_Openings_Private_education_and_health_services__Rate_in_Percent_Monthly_Seasonally_Adjusted_(All_size_classes)_lag3.pkl
64,"Job Openings: Private educational services - Rate in Percent, Monthly, Seasonally Adjusted (All size classes)",0,1.1226082392827472,1.14029755392162,models_prophet/openings/prophet_Job_Openings_Private_educational_services__Rate_in_Percent_Monthly_Seasonally_Adjusted_(All_size_classes)_lag0.pkl
65,"Job Openings: Private educational services - Rate in Percent, Monthly, Seasonally Adjusted (All size classes)",1,1.1271555254094983,1.1447819025653991,models_prophet/openings/prophet_Job_Openings_Private_educational_services__Rate_in_Percent_Monthly_Seasonally_Adjusted_(All_size_classes)_lag1.pkl
66,"Job Openings: Private educational services - Rate in Percent, Monthly, Seasonally Adjusted (All size classes)",2,1.1230560413814341,1.1407387231275048,models_prophet/openings/prophet_Job_Openings_Private_educational_services__Rate_in_Percent_Monthly_Seasonally_Adjusted_(All_size_classes)_lag2.pkl
67,"Job Openings: Private educational services - Rate in Percent, Monthly, Seasonally Adjusted (All size classes)",3,1.1312933293256648,1.1488725621001123,models_prophet/openings/prophet_Job_Openings_Private_educational_services__Rate_in_Percent_Monthly_Seasonally_Adjusted_(All_size_classes)_lag3.pkl
68,"Job Openings: Professional and business services - Rate in Percent, Monthly, Seasonally Adjusted (All size classes)",0,1.8080380769689226,1.8120392446443943,models_prophet/openings/prophet_Job_Openings_Professional_and_business_services__Rate_in_Percent_Monthly_Seasonally_Adjusted_(All_size_classes)_lag0.pkl
69,"Job Openings: Professional and business services - Rate in Percent, Monthly, Seasonally Adjusted (All size classes)",1,1.8174964721637303,1.821476168064518,models_prophet/openings/prophet_Job_Openings_Professional_and_business_services__Rate_in_Percent_Monthly_Seasonally_Adjusted_(All_size_classes)_lag1.pkl
70,"Job Openings: Professional and business services - Rate in Percent, Monthly, Seasonally Adjusted (All size classes)",2,1.7739050184901595,1.7779936374786844,models_prophet/openings/prophet_Job_Openings_Professional_and_business_services__Rate_in_Percent_Monthly_Seasonally_Adjusted_(All_size_classes)_lag2.pkl
71,"Job Openings: Professional and business services - Rate in Percent, Monthly, Seasonally Adjusted (All size classes)",3,1.7869394751345142,1.7909945845326634,models_prophet/openings/prophet_Job_Openings_Professional_and_business_services__Rate_in_Percent_Monthly_Seasonally_Adjusted_(All_size_classes)_lag3.pkl
72,"Job Openings: Real estate and rental and leasing - Rate in Percent, Monthly, Seasonally Adjusted (All size classes)",0,1.9526881643688085,1.9578738261280824,models_prophet/openings/prophet_Job_Openings_Real_estate_and_rental_and_leasing__Rate_in_Percent_Monthly_Seasonally_Adjusted_(All_size_classes)_lag0.pkl
73,"Job Openings: Real estate and rental and leasing - Rate in Percent, Monthly, Seasonally Adjusted (All size classes)",1,1.9461928094306646,1.9513948777279222,models_prophet/openings/prophet_Job_Openings_Real_estate_and_rental_and_leasing__Rate_in_Percent_Monthly_Seasonally_Adjusted_(All_size_classes)_lag1.pkl
74,"Job Openings: Real estate and rental and leasing - Rate in Percent, Monthly, Seasonally Adjusted (All size classes)",2,1.9523205921556321,1.9575063159417776,models_prophet/openings/prophet_Job_Openings_Real_estate_and_rental_and_leasing__Rate_in_Percent_Monthly_Seasonally_Adjusted_(All_size_classes)_lag2.pkl
75,"Job Openings: Real estate and rental and leasing - Rate in Percent, Monthly, Seasonally Adjusted (All size classes)",3,1.9501905749157753,1.9553821811770287,models_prophet/openings/prophet_Job_Openings_Real_estate_and_rental_and_leasing__Rate_in_Percent_Monthly_Seasonally_Adjusted_(All_size_classes)_lag3.pkl
76,"Job Openings: Retail trade - Rate in Percent, Monthly, Seasonally Adjusted (All size classes)",0,0.9598072556580322,1.0485171652166736,models_prophet/openings/prophet_Job_Openings_Retail_trade__Rate_in_Percent_Monthly_Seasonally_Adjusted_(All_size_classes)_lag0.pkl
77,"Job Openings: Retail trade - Rate in Percent, Monthly, Seasonally Adjusted (All size classes)",1,0.9234960132899271,1.0154798294606189,models_prophet/openings/prophet_Job_Openings_Retail_trade__Rate_in_Percent_Monthly_Seasonally_Adjusted_(All_size_classes)_lag1.pkl
78,"Job Openings: Retail trade - Rate in Percent, Monthly, Seasonally Adjusted (All size classes)",2,0.9314304847838747,1.0226457979606316,models_prophet/openings/prophet_Job_Openings_Retail_trade__Rate_in_Percent_Monthly_Seasonally_Adjusted_(All_size_classes)_lag2.pkl
79,"Job Openings: Retail trade - Rate in Percent, Monthly, Seasonally Adjusted (All size classes)",3,0.9498892113238595,1.0394412902243488,models_prophet/openings/prophet_Job_Openings_Retail_trade__Rate_in_Percent_Monthly_Seasonally_Adjusted_(All_size_classes)_lag3.pkl
80,"Job Openings: State and local - Rate in Percent, Monthly, Seasonally Adjusted (All size classes)",0,1.1691583643802783,1.189920873040881,models_prophet/openings/prophet_Job_Openings_State_and_local__Rate_in_Percent_Monthly_Seasonally_Adjusted_(All_size_classes)_lag0.pkl
81,"Job Openings: State and local - Rate in Percent, Monthly, Seasonally Adjusted (All size classes)",1,1.1749624406904184,1.1956507587357923,models_prophet/openings/prophet_Job_Openings_State_and_local__Rate_in_Percent_Monthly_Seasonally_Adjusted_(All_size_classes)_lag1.pkl
82,"Job Openings: State and local - Rate in Percent, Monthly, Seasonally Adjusted (All size classes)",2,1.1692128963497967,1.1899864680105507,models_prophet/openings/prophet_Job_Openings_State_and_local__Rate_in_Percent_Monthly_Seasonally_Adjusted_(All_size_classes)_lag2.pkl
83,"Job Openings: State and local - Rate in Percent, Monthly, Seasonally Adjusted (All size classes)",3,1.1662464487888247,1.1870424730630236,models_prophet/openings/prophet_Job_Openings_State_and_local__Rate_in_Percent_Monthly_Seasonally_Adjusted_(All_size_classes)_lag3.pkl
84,"Job Openings: State and local government education - Rate in Percent, Monthly, Seasonally Adjusted (All size classes)",0,0.7582844569394536,0.7778842911047742,models_prophet/openings/prophet_Job_Openings_State_and_local_government_education__Rate_in_Percent_Monthly_Seasonally_Adjusted_(All_size_classes)_lag0.pkl
85,"Job Openings: State and local government education - Rate in Percent, Monthly, Seasonally Adjusted (All size classes)",1,0.7643576439533518,0.7838257099176275,models_prophet/openings/prophet_Job_Openings_State_and_local_government_education__Rate_in_Percent_Monthly_Seasonally_Adjusted_(All_size_classes)_lag1.pkl
86,"Job Openings: State and local government education - Rate in Percent, Monthly, Seasonally Adjusted (All size classes)",2,0.7662308187013744,0.7856549708372922,models_prophet/openings/prophet_Job_Openings_State_and_local_government_education__Rate_in_Percent_Monthly_Seasonally_Adjusted_(All_size_classes)_lag2.pkl
87,"Job Openings: State and local government education - Rate in Percent, Monthly, Seasonally Adjusted (All size classes)",3,0.7587150534162016,0.7782968836488197,models_prophet/openings/prophet_Job_Openings_State_and_local_government_education__Rate_in_Percent_Monthly_Seasonally_Adjusted_(All_size_classes)_lag3.pkl
88,"Job Openings: State and local government, excluding education - Rate in Percent, Monthly, Seasonally Adjusted (All size classes)",0,1.5714589847609879,1.5822649833383595,models_prophet/openings/prophet_Job_Openings_State_and_local_government_excluding_education__Rate_in_Percent_Monthly_Seasonally_Adjusted_(All_size_classes)_lag0.pkl
89,"Job Openings: State and local government, excluding education - Rate in Percent, Monthly, Seasonally Adjusted (All size classes)",1,1.5839747916235225,1.5947166318227997,models_prophet/openings/prophet_Job_Openings_State_and_local_government_excluding_education__Rate_in_Percent_Monthly_Seasonally_Adjusted_(All_size_classes)_lag1.pkl
90,"Job Openings: State and local government, excluding education - Rate in Percent, Monthly, Seasonally Adjusted (All size classes)",2,1.5869851156600043,1.5977134891279399,models_prophet/openings/prophet_Job_Openings_State_and_local_government_excluding_education__Rate_in_Percent_Monthly_Seasonally_Adjusted_(All_size_classes)_lag2.pkl
91,"Job Openings: State and local government, excluding education - Rate in Percent, Monthly, Seasonally Adjusted (All size classes)",3,1.5916345192070072,1.6023409089577743,models_prophet/openings/prophet_Job_Openings_State_and_local_government_excluding_education__Rate_in_Percent_Monthly_Seasonally_Adjusted_(All_size_classes)_lag3.pkl
92,"Job Openings: Total nonfarm - Rate in Percent, Monthly, Seasonally Adjusted (All size classes)",0,1.6040957582044557,1.6101119607967787,models_prophet/openings/prophet_Job_Openings_Total_nonfarm__Rate_in_Percent_Monthly_Seasonally_Adjusted_(All_size_classes)_lag0.pkl
93,"Job Openings: Total nonfarm - Rate in Percent, Monthly, Seasonally Adjusted (All size classes)",1,1.5964705511125483,1.6025036966223212,models_prophet/openings/prophet_Job_Openings_Total_nonfarm__Rate_in_Percent_Monthly_Seasonally_Adjusted_(All_size_classes)_lag1.pkl
94,"Job Openings: Total nonfarm - Rate in Percent, Monthly, Seasonally Adjusted (All size classes)",2,1.5904574892247139,1.5965234422001768,models_prophet/openings/prophet_Job_Openings_Total_nonfarm__Rate_in_Percent_Monthly_Seasonally_Adjusted_(All_size_classes)_lag2.pkl
95,"Job Openings: Total nonfarm - Rate in Percent, Monthly, Seasonally Adjusted (All size classes)",3,1.610393202699421,1.6164016781650952,models_prophet/openings/prophet_Job_Openings_Total_nonfarm__Rate_in_Percent_Monthly_Seasonally_Adjusted_(All_size_classes)_lag3.pkl
96,"Job Openings: Total private - Rate in Percent, Monthly, Seasonally Adjusted (1 to 9 employees)",0,1.381128433593357,1.435834175454454,models_prophet/openings/prophet_Job_Openings_Total_private__Rate_in_Percent_Monthly_Seasonally_Adjusted_(1_to_9_employees)_lag0.pkl
97,"Job Openings: Total private - Rate in Percent, Monthly, Seasonally Adjusted (1 to 9 employees)",1,1.3742730937849956,1.4292053429521228,models_prophet/openings/prophet_Job_Openings_Total_private__Rate_in_Percent_Monthly_Seasonally_Adjusted_(1_to_9_employees)_lag1.pkl
98,"Job Openings: Total private - Rate in Percent, Monthly, Seasonally Adjusted (1 to 9 employees)",2,1.3831626446474246,1.4377929389275192,models_prophet/openings/prophet_Job_Openings_Total_private__Rate_in_Percent_Monthly_Seasonally_Adjusted_(1_to_9_employees)_lag2.pkl
99,"Job Openings: Total private - Rate in Percent, Monthly, Seasonally Adjusted (1 to 9 employees)",3,1.3773015229619794,1.4321411262045545,models_prophet/openings/prophet_Job_Openings_Total_private__Rate_in_Percent_Monthly_Seasonally_Adjusted_(1_to_9_employees)_lag3.pkl
100,"Job Openings: Total private - Rate in Percent, Monthly, Seasonally Adjusted (1,000 to 4,999 employees)",0,1.6864143731277952,1.6899905126952448,models_prophet/openings/prophet_Job_Openings_Total_private__Rate_in_Percent_Monthly_Seasonally_Adjusted_(1000_to_4999_employees)_lag0.pkl
101,"Job Openings: Total private - Rate in Percent, Monthly, Seasonally Adjusted (1,000 to 4,999 employees)",1,1.6955184449149276,1.6990843775074467,models_prophet/openings/prophet_Job_Openings_Total_private__Rate_in_Percent_Monthly_Seasonally_Adjusted_(1000_to_4999_employees)_lag1.pkl
102,"Job Openings: Total private - Rate in Percent, Monthly, Seasonally Adjusted (1,000 to 4,999 employees)",2,1.6693240833129064,1.6729238657048737,models_prophet/openings/prophet_Job_Openings_Total_private__Rate_in_Percent_Monthly_Seasonally_Adjusted_(1000_to_4999_employees)_lag2.pkl
