dateString,Accounting,Administrative Assistance,Architecture,Arts & Entertainment,Banking & Finance,Childcare,Civil Engineering,Cleaning & Sanitation,Community & Social Service,Construction,Customer Service,Data & Analytics,Dental,Driving,Education & Instruction,Electrical Engineering,Food Preparation & Service,Headline,Hospitality & Tourism,Human Resources,"IT Infrastructure, Operations & Support",IT Systems & Solutions,Industrial Engineering,Installation & Maintenance,Legal,Loading & Stocking,Logistic Support,Management,Marketing,Media & Communications,Medical Information,Medical Technician,Nursing,Personal Care & Home Health,Pharmacy,Physicians & Surgeons,Production & Manufacturing,Project Management,Retail,Sales,Scientific Research & Development,Security & Public Safety,Software Development,Sports,Therapy,Veterinary
2020-02-01,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
2020-02-02,99.97,99.96,100.2,100.06,99.98,99.69,100.08,99.93,100.26,99.95,100.08,100.09,100.34,99.88,100.27,100.04,100.0,100.06,100.1,99.73,99.9,99.64,100.02,100.09,100.12,99.77,99.85,100.47,100.14,100.21,100.04,100.01,99.87,100.02,100.19,100.26,99.9,100.12,99.67,99.85,100.04,100.08,99.92,99.96,100.25,99.9
2020-02-03,99.89,100.08,100.36,100.13,99.97,99.35,100.25,99.92,100.52,99.96,100.2,100.06,100.61,99.88,100.43,100.03,100.03,100.09,100.23,99.74,99.82,99.55,100.03,100.27,100.25,99.61,99.66,100.93,100.28,100.35,100.08,100.05,99.74,100.05,97.02,100.39,99.82,100.23,99.09,99.74,100.02,100.14,99.88,99.88,100.45,99.83
2020-02-04,99.81,100.09,100.49,100.04,99.82,99.52,100.37,99.72,100.73,99.9,100.28,100.07,100.88,100.26,100.65,100.02,100.03,100.18,100.49,99.79,99.66,99.37,99.95,100.46,100.41,99.53,99.39,101.38,100.4,100.33,100.07,100.06,99.65,100.17,96.93,100.33,99.75,100.28,98.85,99.65,100.0,100.29,99.79,99.77,100.49,99.65
2020-02-05,99.82,100.14,100.75,100.1,99.87,99.7,100.54,99.48,100.85,100.1,100.38,100.13,101.11,100.07,100.89,100.05,100.02,100.29,101.04,99.94,99.62,99.35,100.02,100.72,100.45,99.48,99.41,101.93,100.55,100.51,100.03,99.99,99.56,100.26,96.83,100.46,99.71,100.37,98.7,99.63,99.96,100.47,99.86,99.9,100.34,99.76
2020-02-06,99.95,100.23,101.0,100.14,99.92,99.88,100.71,99.24,101.02,100.25,100.53,100.13,101.32,99.91,101.12,100.13,100.06,100.44,101.42,100.06,99.6,99.3,100.1,100.97,100.47,99.49,99.43,102.54,100.69,100.8,100.03,100.01,99.59,100.37,96.81,100.57,99.65,100.5,98.42,99.59,99.94,100.54,99.93,99.98,100.51,100.42
2020-02-07,99.92,100.3,101.04,100.17,99.96,99.96,100.82,99.0,101.2,100.4,100.42,100.22,101.37,99.86,101.33,100.2,100.07,100.44,101.29,100.17,99.55,99.31,100.21,100.84,100.58,99.51,99.4,102.53,100.86,101.07,100.04,100.0,99.55,100.71,96.66,100.64,99.67,100.58,98.12,99.56,100.03,100.59,100.03,100.05,100.62,101.04
2020-02-08,100.68,100.53,101.22,100.29,100.17,100.03,101.02,98.77,101.39,100.62,100.5,100.48,101.4,99.42,101.56,100.44,100.04,100.54,101.19,100.44,99.61,99.47,100.5,100.92,100.8,99.6,99.48,102.72,101.13,101.43,100.09,100.03,99.56,101.01,96.58,100.69,99.72,100.76,98.09,99.66,100.14,100.83,100.3,100.12,100.63,101.37
2020-02-09,100.95,100.71,101.41,100.42,100.17,99.96,101.23,98.56,101.43,100.83,100.44,100.7,101.2,99.43,101.71,100.65,100.01,100.61,101.09,100.67,99.68,99.6,100.76,101.01,100.99,99.68,99.41,102.86,101.38,101.78,100.09,100.07,99.53,101.23,96.31,100.69,99.74,100.88,98.03,99.8,100.27,100.93,100.56,100.22,100.59,101.68
2020-02-10,101.34,100.93,101.66,100.57,100.9,99.86,101.4,98.33,101.54,100.9,100.45,101.11,101.05,99.39,101.91,100.91,99.98,100.76,101.01,100.97,99.77,99.78,101.05,101.05,101.19,99.78,99.36,103.06,101.79,102.22,100.11,100.12,99.55,101.5,99.43,100.76,99.76,101.07,98.28,99.91,100.39,101.14,100.85,100.4,100.58,102.02
2020-02-11,101.65,101.14,102.0,100.81,101.59,99.82,101.53,98.32,101.63,100.95,100.47,101.4,100.85,99.48,102.07,101.11,99.95,100.85,100.96,101.21,99.8,99.9,101.27,101.06,101.31,99.84,99.43,103.25,102.15,102.86,100.15,100.12,99.58,101.79,99.45,100.94,99.79,101.16,98.26,100.04,100.49,101.23,101.09,100.51,100.68,102.46
2020-02-12,101.87,101.19,102.3,100.97,102.3,99.93,101.66,98.32,101.76,101.02,100.49,101.6,100.6,99.71,102.29,101.29,99.99,100.94,100.86,101.36,99.81,99.9,101.46,101.08,101.5,99.91,99.38,103.36,102.49,103.21,100.48,100.24,99.69,102.07,99.5,100.89,99.82,101.18,98.2,100.07,100.6,101.36,101.24,100.32,100.77,102.95
2020-02-13,101.93,101.23,102.66,101.07,102.87,100.02,101.79,98.28,101.73,101.08,100.48,101.76,100.32,99.92,102.5,101.32,100.0,100.99,100.74,101.49,99.82,99.93,101.62,101.09,101.77,99.95,99.32,103.46,102.88,103.41,100.73,100.2,99.65,102.33,99.5,100.7,99.92,101.24,98.23,100.04,100.73,101.52,101.35,100.24,100.46,102.88
2020-02-14,102.17,101.39,103.12,101.28,103.49,100.11,101.96,98.32,101.65,101.24,100.49,101.79,100.14,100.57,102.7,101.36,100.0,101.07,100.72,101.64,99.9,99.96,101.72,101.15,101.95,100.01,99.23,103.54,103.25,103.77,101.09,100.25,99.75,102.28,99.51,100.57,100.04,101.34,98.19,100.0,100.99,101.7,101.51,100.12,100.25,102.72
2020-02-15,101.85,101.24,103.55,101.3,103.84,100.25,101.91,98.29,101.58,101.33,100.12,101.66,99.99,100.69,102.85,101.27,99.86,100.87,100.65,101.6,99.98,99.88,101.74,100.67,102.0,100.0,99.09,102.76,103.46,103.85,101.31,100.15,99.75,102.28,99.51,100.43,100.12,101.39,98.32,99.85,101.01,101.81,101.56,100.11,100.04,103.06
2020-02-16,101.88,101.25,104.06,101.47,104.54,100.43,102.11,98.3,101.64,101.47,99.81,101.66,100.0,100.83,103.11,101.33,99.82,100.78,100.67,101.69,100.07,99.91,101.85,100.24,102.11,100.12,99.07,102.06,103.72,104.12,101.64,100.16,99.84,102.32,99.53,100.33,100.32,101.55,98.48,99.7,101.24,102.0,101.67,100.07,99.92,103.46
2020-02-17,101.83,101.3,104.5,101.57,104.5,100.56,102.4,98.3,101.68,101.76,99.46,101.58,99.98,100.95,103.35,101.32,99.75,100.64,100.61,101.7,100.11,99.88,101.9,99.84,102.22,100.23,99.1,101.32,103.79,104.37,101.95,100.15,99.93,102.32,99.44,100.24,100.47,101.65,98.52,99.46,101.5,102.34,101.7,100.05,99.81,103.78
2020-02-18,101.79,101.34,104.8,101.66,104.43,100.61,102.65,98.37,101.76,102.16,99.17,101.5,99.98,101.05,103.55,101.28,99.75,100.56,100.72,101.77,100.25,99.96,102.03,99.51,102.36,100.44,99.12,100.6,103.91,104.21,102.3,100.24,100.02,102.39,99.42,100.22,100.64,101.8,98.66,99.32,101.75,102.84,101.78,100.15,99.72,104.11
2020-02-19,101.75,101.39,104.96,101.7,104.33,100.61,102.64,98.47,101.71,102.52,98.89,101.46,99.98,101.16,103.59,101.22,99.72,100.45,100.73,101.75,100.28,100.02,101.97,99.1,102.32,100.58,99.19,99.87,104.01,103.95,102.32,100.38,100.06,102.55,99.37,100.28,100.8,101.9,98.86,99.19,101.96,102.98,101.81,100.2,99.86,104.12
2020-02-20,101.49,101.36,105.1,101.75,104.22,100.67,102.53,98.64,101.79,102.9,98.67,101.44,99.92,101.24,103.68,101.27,99.73,100.37,100.8,101.73,100.33,100.13,101.97,98.74,102.25,100.73,99.31,99.18,104.07,103.76,102.34,100.53,100.13,102.65,99.35,100.44,100.93,102.02,99.04,99.22,102.12,103.22,101.86,100.34,100.03,104.17
2020-02-21,101.22,101.28,105.16,101.71,104.11,100.76,102.45,98.73,101.93,103.35,98.44,101.37,99.87,101.64,103.81,101.25,99.61,100.32,101.02,101.81,100.32,100.22,101.97,98.43,102.22,100.83,99.39,98.54,104.17,103.21,102.36,100.66,100.1,102.74,99.44,100.55,101.11,102.1,99.51,99.31,102.21,103.49,101.87,100.53,100.14,104.27
2020-02-22,100.99,101.26,105.16,101.55,103.92,100.87,102.5,98.93,101.98,103.81,98.5,101.24,99.91,102.07,103.93,101.19,99.61,100.4,101.15,101.65,99.88,100.19,101.85,98.55,102.04,100.81,99.38,98.56,104.11,102.78,102.43,100.86,100.21,102.85,99.44,100.61,101.13,102.07,99.62,99.35,102.3,103.65,101.7,100.58,100.27,103.89
2020-02-23,100.7,101.25,105.24,101.57,103.92,100.98,102.51,99.16,102.12,104.25,98.65,101.29,100.0,102.57,104.07,101.22,99.6,100.51,101.37,101.65,99.56,100.28,101.92,98.7,102.03,100.9,99.54,98.6,104.21,102.66,102.46,101.04,100.27,102.93,98.86,100.7,101.29,102.2,99.81,99.55,102.48,103.89,101.76,100.73,100.47,103.53
2020-02-24,100.66,101.25,105.31,101.56,103.99,101.13,102.37,99.4,102.17,104.74,98.86,101.34,100.02,102.35,104.2,101.26,99.63,100.62,101.66,101.64,99.24,100.42,101.98,98.86,101.91,101.04,99.62,98.68,104.36,102.54,102.52,101.22,100.32,103.07,98.9,100.73,101.44,102.36,100.07,99.81,102.59,103.93,101.82,100.82,100.57,103.15
2020-02-25,100.4,101.29,105.42,101.64,104.13,101.3,102.29,99.71,102.2,105.09,98.98,101.51,100.08,102.83,104.39,101.32,99.7,100.76,101.66,101.6,98.94,100.57,102.13,98.99,101.9,101.1,99.67,98.76,104.51,102.82,102.69,101.43,100.45,103.12,99.02,100.82,101.62,102.55,100.27,100.08,102.75,103.84,101.91,100.93,100.64,102.89
2020-02-26,100.53,101.5,105.44,101.68,104.22,101.45,102.32,100.23,102.43,105.56,99.03,101.65,100.23,102.72,104.68,101.33,99.98,100.92,101.61,101.61,98.71,100.71,102.38,99.13,102.09,101.06,99.72,98.94,104.58,103.21,102.9,101.62,100.63,103.29,99.17,100.86,101.81,102.74,100.37,100.32,103.01,104.04,102.02,101.09,100.74,102.71
2020-02-27,100.89,101.83,105.45,101.7,104.52,101.61,102.35,100.69,102.61,106.05,99.1,101.9,100.41,103.17,104.92,101.28,100.24,101.09,101.47,101.63,98.44,100.86,102.55,99.17,102.21,101.15,99.77,99.07,104.7,103.53,103.2,101.89,100.85,103.52,99.34,100.86,101.96,102.91,100.52,100.53,103.3,104.18,102.16,101.13,100.86,102.48
2020-02-28,101.26,102.13,105.39,101.74,104.72,101.76,102.38,101.25,102.83,106.47,99.25,102.2,100.59,103.26,105.23,101.3,100.72,101.27,101.3,101.56,98.24,101.0,102.73,99.23,102.23,101.34,99.95,99.18,104.77,104.04,103.39,102.1,101.11,103.88,99.33,100.83,102.1,103.11,100.59,100.74,103.6,104.29,102.33,101.22,101.11,102.1
2020-02-29,101.77,102.51,105.31,102.12,105.35,101.79,102.48,101.76,103.1,106.87,99.57,102.7,100.66,103.32,105.52,101.42,101.16,101.53,101.16,101.84,98.5,101.36,103.09,99.36,102.48,101.71,100.24,99.4,105.07,104.6,103.74,102.43,101.45,104.2,99.46,100.96,102.39,103.46,100.74,101.12,104.1,104.54,102.74,101.34,101.14,102.11
2020-03-01,102.13,102.21,105.16,102.25,105.62,101.81,102.47,102.24,103.28,107.18,99.78,102.92,100.68,103.34,105.75,101.27,101.57,101.67,100.85,101.85,98.62,101.5,103.15,99.4,102.49,101.82,100.27,99.55,105.14,104.68,104.01,102.69,101.79,104.55,100.14,100.98,102.41,103.6,100.69,101.31,104.35,104.61,102.9,101.4,101.14,102.12
2020-03-02,102.21,101.82,105.02,102.36,105.87,101.8,102.45,102.81,103.44,107.35,99.93,103.16,100.71,103.91,105.94,101.15,102.1,101.81,100.57,101.85,98.71,101.62,103.2,99.4,102.5,101.89,100.31,99.68,105.18,104.76,104.26,102.93,102.14,104.82,100.27,101.01,102.42,103.66,100.64,101.46,104.57,104.67,103.08,101.41,101.06,102.14
2020-03-03,102.52,101.4,104.88,102.39,106.15,101.98,102.37,103.14,103.48,107.69,100.14,103.31,100.58,103.91,106.1,101.05,102.39,101.86,100.49,101.81,98.8,101.66,103.14,99.4,102.53,101.95,100.28,99.76,105.21,104.79,104.36,102.88,102.27,105.03,100.19,100.98,102.34,103.69,100.59,101.51,104.82,104.69,103.21,101.4,100.59,101.97
2020-03-04,102.46,100.8,104.87,102.44,106.4,102.19,102.36,103.16,103.57,108.04,100.38,103.37,100.41,104.39,106.23,100.91,102.32,101.85,100.39,101.76,98.91,101.64,103.0,99.4,102.46,102.21,100.25,99.64,105.21,104.76,104.22,102.82,102.23,104.68,100.07,100.89,102.34,103.69,100.55,101.62,104.93,104.74,103.31,101.44,100.31,101.78
2020-03-05,102.37,100.35,104.78,102.48,106.67,102.1,102.35,103.18,103.64,108.47,100.62,103.32,100.29,104.14,106.34,100.78,102.23,101.83,100.36,101.69,98.98,101.57,102.84,99.52,102.4,102.32,100.18,99.59,105.19,104.71,104.07,102.76,102.08,104.4,99.9,100.94,102.39,103.69,100.53,101.64,105.02,104.82,103.37,101.53,100.08,101.64
2020-03-06,102.29,99.93,104.77,102.57,107.04,101.96,102.39,103.19,103.66,108.89,100.66,103.3,100.08,104.08,106.37,100.61,102.12,101.78,100.13,101.56,99.01,101.5,102.62,99.56,102.33,102.42,100.0,99.51,105.12,104.67,104.0,102.71,101.94,104.09,99.83,101.0,102.37,103.65,100.41,101.65,105.04,104.92,103.41,101.57,99.58,101.74
2020-03-07,102.24,99.53,104.93,102.53,107.46,101.98,102.47,103.29,103.76,109.46,100.54,103.27,99.99,103.75,106.45,100.5,102.03,101.75,99.96,101.51,99.04,101.4,102.4,99.68,102.37,102.62,99.95,99.5,105.11,104.67,103.85,102.59,101.73,103.85,99.63,100.96,102.39,103.6,100.49,101.65,105.02,104.93,103.41,101.69,99.39,101.98
2020-03-08,102.14,99.65,105.04,102.44,107.89,102.07,102.46,103.29,103.82,110.08,100.48,103.2,99.78,103.63,106.48,100.4,101.95,101.74,99.91,101.47,99.06,101.24,102.15,99.74,102.37,102.84,99.89,99.47,105.08,104.68,103.68,102.44,101.42,103.52,99.42,101.4,102.42,103.5,100.57,101.67,105.03,105.0,103.34,101.83,99.18,102.18
2020-03-09,101.97,99.71,105.03,102.31,108.22,102.18,102.41,103.11,103.87,110.71,100.36,103.05,99.1,103.62,106.55,100.18,101.66,101.64,99.64,101.38,99.03,100.97,101.73,99.73,102.39,102.91,99.75,99.39,105.01,104.67,103.39,102.28,101.0,103.09,99.11,101.75,102.46,103.36,100.45,101.62,105.02,105.02,103.19,102.01,99.07,102.36
2020-03-10,101.79,100.02,105.09,102.31,108.63,102.44,102.51,103.06,104.06,111.29,100.3,102.99,98.6,103.56,106.83,100.2,101.59,101.66,99.53,101.47,99.09,100.76,101.61,99.83,102.45,103.41,99.7,99.35,105.05,104.66,103.14,102.36,100.7,103.0,98.74,102.13,102.79,103.35,100.38,101.67,105.1,105.16,103.18,102.18,99.42,102.62
2020-03-11,101.45,100.32,105.08,102.27,108.94,102.58,102.58,103.14,104.19,111.71,100.25,102.88,98.78,103.61,107.21,100.19,101.59,101.68,100.23,101.59,99.07,100.6,101.52,99.9,102.43,103.83,99.68,99.34,104.95,104.67,103.19,102.43,100.55,103.25,98.34,102.64,103.02,103.39,99.98,101.64,105.15,105.25,103.14,102.46,99.52,102.71
2020-03-12,100.25,100.44,105.14,102.22,109.08,103.03,102.7,103.12,104.36,112.05,100.15,102.79,98.93,103.74,107.61,100.24,101.5,101.63,100.46,101.69,99.1,100.44,101.52,99.93,102.42,104.28,99.64,99.18,104.9,104.55,103.16,102.43,100.42,103.61,98.05,103.05,103.23,103.47,99.45,101.64,105.18,105.26,103.11,102.7,99.61,102.82
2020-03-13,98.94,100.46,105.15,102.04,108.92,103.45,102.79,103.02,104.48,112.32,100.1,102.63,98.82,103.08,108.0,100.25,101.13,101.49,100.59,101.73,99.04,100.22,101.53,99.93,102.46,104.66,99.57,98.88,104.78,104.31,103.08,102.49,100.32,103.98,97.92,103.51,103.38,103.46,98.95,101.54,105.2,105.28,103.03,102.88,99.87,102.75
2020-03-14,97.63,100.36,105.12,101.89,108.73,103.56,102.96,102.76,104.52,112.52,100.46,102.53,98.56,102.74,108.39,100.25,100.6,101.31,100.29,101.68,98.93,100.1,101.62,99.8,102.33,104.88,99.38,98.51,104.56,104.02,102.95,102.5,100.17,104.34,97.83,104.23,103.53,103.53,98.27,101.34,105.27,105.3,103.01,102.69,99.96,102.59
2020-03-15,96.25,100.25,104.92,101.61,108.39,103.6,102.96,102.47,104.37,112.65,100.64,102.34,98.4,102.67,108.64,100.16,100.07,101.08,99.86,101.57,98.83,99.91,101.63,99.7,102.16,105.09,99.11,98.12,104.24,103.58,102.86,102.34,99.97,104.76,97.75,104.53,103.69,103.5,97.72,101.09,105.18,105.33,102.98,102.48,99.13,102.4
2020-03-16,94.93,100.16,104.8,101.36,108.14,103.53,102.97,102.16,104.46,112.69,101.0,102.19,98.62,102.59,108.95,100.21,99.55,100.92,99.49,101.49,98.79,99.82,101.88,99.66,101.97,105.4,98.98,97.74,103.9,103.02,102.89,102.45,100.0,105.31,97.77,104.89,103.89,103.51,97.32,100.92,105.13,105.39,102.98,102.19,99.1,102.17
2020-03-17,93.46,99.58,104.33,100.77,107.73,102.65,102.78,101.48,104.0,112.39,100.72,101.78,98.63,102.3,108.74,99.89,98.52,100.41,98.5,101.01,98.46,99.58,101.72,99.27,101.32,104.93,98.52,97.25,103.15,102.07,102.78,102.08,99.81,104.66,97.86,105.1,103.58,103.26,96.72,100.45,104.72,105.1,102.8,101.65,98.0,101.65
2020-03-18,91.99,98.74,103.75,99.95,107.29,101.29,102.46,100.47,103.37,111.86,99.65,101.4,97.54,101.81,108.21,99.48,97.17,99.76,94.83,100.23,98.0,99.28,101.45,98.76,100.61,104.18,97.72,96.73,102.25,100.81,102.62,101.64,99.67,104.12,98.21,105.27,103.05,102.83,96.45,99.78,104.33,104.66,102.59,100.6,96.71,101.1
2020-03-19,91.12,97.52,102.84,98.87,106.72,99.48,101.99,99.2,102.56,110.94,98.44,100.76,96.11,101.23,107.42,98.86,95.49,98.97,90.22,99.14,97.35,98.77,100.99,97.96,99.58,103.14,96.64,96.13,100.85,99.35,102.3,101.08,99.59,103.37,98.48,105.38,102.27,102.18,96.5,98.85,103.79,104.06,102.18,99.2,95.23,100.31
2020-03-20,90.01,96.03,101.59,97.11,106.12,97.27,101.24,97.5,101.57,109.63,96.92,99.94,94.68,101.07,106.49,98.06,93.65,97.99,85.17,97.76,96.57,98.08,100.43,96.89,98.18,101.64,95.35,95.5,99.12,97.53,101.67,100.29,99.37,102.49,98.64,105.34,101.27,101.38,96.26,97.63,103.15,103.16,101.63,97.63,93.43,99.38
2020-03-21,88.39,94.19,99.93,95.0,104.92,94.91,99.95,95.54,100.29,107.82,94.23,98.68,92.46,99.97,105.23,96.95,91.51,96.62,80.11,95.94,95.52,97.0,99.54,95.5,96.42,99.86,93.62,94.59,96.99,95.23,100.63,99.3,99.05,101.53,98.77,104.99,99.95,100.21,95.78,96.1,102.11,102.02,100.79,96.16,91.36,98.44
2020-03-22,86.98,92.41,98.38,93.06,103.93,92.44,98.93,93.59,99.22,106.05,92.06,97.66,90.17,100.23,104.15,96.0,89.37,95.4,75.04,94.19,94.55,96.1,98.77,94.11,94.82,97.87,91.96,93.78,94.89,93.18,99.62,98.58,98.92,100.63,98.92,104.61,98.67,99.18,95.32,94.63,101.41,100.89,100.09,94.63,90.21,97.48
2020-03-23,85.53,90.58,96.8,91.08,102.85,89.89,97.93,91.61,97.89,104.17,89.73,96.64,87.83,98.67,102.9,95.02,87.21,94.07,69.92,92.41,93.54,95.2,97.93,92.63,93.17,96.17,90.25,92.97,92.78,91.11,98.57,97.58,98.59,99.67,99.04,104.2,97.32,98.08,94.99,93.16,100.66,99.71,99.38,93.09,88.21,96.48
2020-03-24,84.14,88.76,95.42,89.29,100.89,87.42,96.95,89.69,97.07,102.63,87.65,95.67,85.39,97.17,101.74,94.17,85.24,92.86,65.11,90.59,92.73,94.23,97.18,91.24,91.66,94.42,88.6,92.15,90.71,89.48,97.37,96.85,98.47,99.76,99.19,103.9,95.98,97.07,94.61,91.65,99.92,98.76,98.74,91.76,87.17,95.6
2020-03-25,82.58,86.89,93.83,87.47,98.77,85.14,95.75,87.71,96.17,101.09,86.2,94.53,82.97,95.6,100.55,93.19,83.35,91.6,62.01,88.72,91.82,93.0,96.21,89.71,89.94,92.69,86.97,91.24,88.57,87.87,95.85,95.95,98.13,99.67,99.07,103.49,94.52,95.92,94.09,90.12,99.08,97.88,97.92,90.62,86.1,94.6
2020-03-26,81.01,85.1,92.24,86.18,96.44,82.72,94.43,86.0,95.26,99.68,84.86,93.31,80.62,94.08,99.28,92.24,81.49,90.29,60.05,86.87,90.91,91.71,95.21,88.23,88.24,90.98,85.31,90.29,86.53,86.27,93.86,94.96,97.7,99.67,98.85,102.99,93.13,94.66,93.05,88.61,98.11,97.19,97.0,89.59,85.03,93.67
2020-03-27,79.16,83.14,90.35,85.1,93.69,80.39,92.72,84.5,94.08,97.95,83.59,91.83,77.64,92.54,97.8,90.94,79.73,88.83,58.5,84.81,89.7,90.18,93.89,86.6,86.45,89.39,83.6,89.27,84.25,84.59,91.49,93.78,97.12,99.46,98.25,102.26,91.68,92.97,91.97,86.96,96.87,96.38,95.72,88.41,83.64,92.32
2020-03-28,77.71,81.45,88.71,84.31,91.31,78.22,91.47,83.15,93.1,96.55,82.87,90.55,75.43,91.84,96.54,89.99,78.27,87.66,57.29,83.02,88.62,88.82,92.79,85.24,84.86,87.94,82.39,88.44,82.27,83.13,89.19,92.4,96.42,98.97,97.62,101.67,90.49,91.51,91.18,85.53,95.79,95.79,94.54,87.27,82.42,90.84
2020-03-29,76.03,79.64,86.92,83.34,88.7,76.08,89.93,81.79,92.1,95.09,81.75,89.04,73.28,89.21,95.19,88.89,76.77,86.34,56.07,81.11,87.43,87.29,91.55,83.85,83.16,86.71,81.15,87.53,80.27,81.45,86.89,90.94,95.66,98.42,96.94,101.08,89.23,89.89,90.29,83.99,94.5,95.15,93.19,86.15,81.19,88.65
2020-03-30,74.38,77.89,85.16,82.4,86.15,74.12,88.39,80.46,91.18,93.75,80.6,87.54,71.27,88.39,93.91,87.78,75.32,85.09,54.94,79.24,86.28,85.78,90.34,82.5,81.56,85.12,79.92,86.64,78.3,79.82,84.56,89.49,94.92,97.9,96.27,100.49,88.07,88.35,89.26,82.42,93.23,94.52,91.87,85.08,80.06,86.55
2020-03-31,72.59,76.23,83.27,80.64,84.32,72.24,86.8,79.23,90.17,92.14,79.58,85.98,69.25,86.82,92.74,86.52,74.01,83.81,53.86,77.01,84.95,84.25,89.08,81.13,79.91,83.74,78.69,85.75,76.33,77.83,82.16,87.95,94.12,97.41,95.53,99.74,86.93,86.69,88.35,80.84,91.94,93.55,90.4,84.3,78.85,84.4
2020-04-01,70.8,74.49,81.3,78.88,82.37,70.36,85.02,78.06,88.93,90.42,78.46,84.32,67.42,87.14,91.46,85.29,72.82,82.49,52.77,74.69,83.6,82.78,87.92,79.69,78.17,82.09,77.19,84.79,74.27,75.8,79.82,86.4,93.25,96.78,91.27,98.87,85.86,85.01,86.87,79.24,90.52,92.11,88.92,83.41,77.54,82.33
2020-04-02,69.04,72.83,79.31,76.68,80.58,68.77,83.25,76.76,87.71,88.76,77.22,82.86,65.16,85.49,90.38,84.02,71.77,81.18,51.74,72.46,82.29,81.43,86.73,78.33,76.35,80.76,75.83,83.95,72.14,73.88,77.75,84.85,92.43,96.14,90.46,97.6,84.76,83.44,85.59,77.65,89.18,90.54,87.59,82.51,76.21,80.24
2020-04-03,67.81,71.47,77.76,74.85,79.41,67.18,82.19,75.69,87.01,87.78,76.23,81.78,63.59,83.67,89.78,83.25,70.93,80.2,51.01,70.7,81.38,80.49,85.94,77.33,75.0,79.21,74.65,83.29,70.42,72.4,76.3,83.54,91.85,95.78,90.11,96.6,83.83,82.43,84.51,76.37,88.19,89.57,86.73,81.78,75.45,78.66
2020-04-04,66.51,70.12,76.21,72.95,77.96,65.64,81.01,74.61,86.28,86.72,75.0,80.68,61.97,81.72,89.06,82.25,69.25,78.95,49.79,68.96,80.48,79.55,85.02,76.2,73.72,78.0,73.09,81.92,68.7,70.92,74.96,82.5,91.34,95.46,89.68,95.42,82.82,81.34,82.95,74.74,87.19,88.52,85.81,80.62,74.62,77.21
2020-04-05,65.17,68.73,74.67,71.08,76.6,64.0,79.9,73.4,85.41,85.56,73.76,79.57,60.31,79.75,88.23,81.21,67.56,77.66,48.55,67.14,79.53,78.58,84.13,75.04,72.37,76.72,71.44,80.52,66.93,69.54,73.41,81.33,90.7,95.11,89.21,94.15,81.79,80.24,81.45,73.15,86.08,87.44,84.89,79.45,73.66,76.42
2020-04-06,63.76,67.31,73.06,69.17,75.16,62.23,78.71,72.22,84.34,84.34,72.68,78.34,58.54,77.91,87.3,80.02,66.57,76.54,47.7,65.24,78.38,77.5,83.15,73.91,70.88,75.52,69.97,79.64,65.08,68.12,71.82,80.08,90.0,94.68,88.63,92.8,80.6,79.03,80.25,71.92,84.89,86.29,83.88,78.16,72.56,75.64
2020-04-07,62.49,65.85,71.38,67.92,73.77,60.53,77.55,70.87,83.18,83.1,71.46,77.04,56.67,77.66,86.26,78.95,65.18,75.4,46.62,63.76,77.29,76.39,82.1,72.75,69.46,74.46,68.37,78.67,63.25,66.84,70.23,78.8,89.21,94.05,88.05,91.53,79.44,77.87,79.17,70.56,83.78,85.34,82.87,76.36,71.39,74.85
2020-04-08,61.57,64.79,70.18,66.76,72.74,58.82,77.02,70.06,82.54,82.39,70.47,76.09,54.97,78.86,85.55,78.25,63.97,74.6,45.55,62.74,76.58,75.48,81.38,71.9,68.4,73.89,67.29,77.83,61.87,65.88,68.81,77.68,88.62,93.75,90.99,90.49,78.58,77.07,78.52,69.46,82.99,84.97,82.12,74.79,70.49,74.21
2020-04-09,60.79,63.8,69.09,65.54,71.88,57.1,76.58,69.34,82.05,81.79,69.51,75.15,53.9,80.17,84.85,77.67,62.94,73.81,44.81,61.72,75.96,74.58,80.78,71.08,67.58,73.1,66.18,77.04,60.72,65.17,67.41,76.48,87.86,93.33,90.38,89.93,77.83,76.28,77.81,68.46,82.43,84.6,81.37,73.3,69.57,73.62
2020-04-10,59.9,62.86,68.04,64.37,70.94,55.03,75.95,68.58,81.39,81.08,68.5,74.22,52.31,81.51,83.93,77.06,61.87,72.97,43.99,60.72,75.33,73.56,80.14,70.21,66.68,72.78,64.94,76.2,59.68,64.25,65.95,75.28,87.06,92.85,89.62,89.29,77.11,75.44,76.79,67.43,81.85,83.9,80.57,71.79,68.56,73.07
2020-04-11,59.27,61.92,67.19,63.43,70.49,53.03,75.49,67.91,80.86,80.55,68.08,73.52,50.82,82.9,83.21,76.7,61.58,72.46,43.77,59.93,74.85,72.76,79.72,69.57,65.96,72.25,64.05,75.94,58.83,63.74,64.7,74.24,86.41,92.63,88.99,88.84,76.58,74.77,76.22,66.7,81.47,83.33,80.01,70.66,67.7,72.55
