dateString,Accounting,Administrative Assistance,Architecture,Arts & Entertainment,Banking & Finance,Childcare,Civil Engineering,Cleaning & Sanitation,Community & Social Service,Construction,Customer Service,Data & Analytics,Dental,Driving,Education & Instruction,Electrical Engineering,Food Preparation & Service,Headline,Hospitality & Tourism,Human Resources,"IT Infrastructure, Operations & Support",IT Systems & Solutions,Industrial Engineering,Installation & Maintenance,Legal,Loading & Stocking,Logistic Support,Management,Marketing,Media & Communications,Medical Information,Medical Technician,Nursing,Personal Care & Home Health,Pharmacy,Physicians & Surgeons,Production & Manufacturing,Project Management,Retail,Sales,Scientific Research & Development,Security & Public Safety,Software Development,Sports,Therapy,Veterinary
2023-05-31,134.31,143.15,129.59,103.07,112.73,162.83,187.66,159.36,164.17,200.25,116.36,92.28,183.9,160.22,181.81,161.51,138.66,140.11,135.23,120.24,103.91,94.04,129.18,159.81,149.18,150.15,146.36,125.42,96.45,103.4,146.6,169.96,158.81,177.37,161.29,188.58,170.3,134.37,127.81,111.44,128.66,161.94,94.96,163.42,202.48,159.61
2023-06-01,133.64,142.37,129.17,102.73,112.12,161.46,187.13,158.61,163.56,199.62,115.98,91.78,183.72,159.05,181.33,161.05,138.38,139.67,134.72,119.7,103.44,93.56,128.71,159.32,148.76,149.67,145.25,125.25,96.09,102.94,146.15,169.34,158.38,176.92,160.95,188.14,169.68,134.02,127.56,111.05,128.34,161.41,94.33,163.22,202.06,159.16
2023-06-02,133.08,141.65,128.7,102.3,111.49,160.6,186.58,158.13,163.03,198.91,115.7,91.34,183.39,158.07,180.87,160.45,138.01,139.27,134.23,119.18,103.04,93.14,128.27,158.89,148.38,149.17,144.02,125.07,95.72,102.57,145.78,169.02,158.21,176.5,160.77,187.67,169.08,133.64,127.29,110.76,127.91,161.03,93.75,162.98,201.69,157.82
2023-06-03,132.49,140.91,128.23,101.83,111.0,159.95,185.97,157.46,162.41,197.7,115.29,90.88,183.11,157.37,180.46,159.66,137.55,138.81,133.75,118.62,102.64,92.91,127.84,158.35,147.97,148.78,143.18,124.81,95.26,102.25,145.07,168.48,157.83,176.08,160.5,186.69,168.43,133.12,126.94,110.41,127.26,160.75,93.4,162.73,201.18,156.6
2023-06-04,131.96,140.25,127.79,101.4,110.58,159.26,185.47,156.91,161.85,196.51,114.96,90.52,182.8,156.72,179.97,158.93,137.06,138.4,133.27,118.1,102.35,92.72,127.52,157.87,147.77,148.55,142.46,124.56,94.83,102.04,144.63,168.15,157.58,175.66,160.35,186.09,167.81,132.66,126.64,110.1,126.68,160.34,93.1,162.47,200.74,155.4
2023-06-05,131.43,139.68,127.38,101.06,110.23,158.65,185.08,156.49,161.33,195.37,114.67,90.27,182.52,156.14,179.5,158.24,136.73,138.06,132.87,117.61,102.07,92.56,127.26,157.47,147.64,148.3,141.78,124.34,94.45,101.85,144.3,167.89,157.36,175.28,160.19,185.82,167.3,132.25,126.37,109.83,126.29,159.91,92.83,162.26,200.34,154.24
2023-06-06,131.05,139.33,127.01,100.76,110.08,158.48,184.72,156.39,161.0,194.6,114.37,90.12,182.41,155.73,179.35,157.78,136.43,137.82,132.58,117.19,101.89,92.42,127.09,157.23,147.65,148.33,141.34,124.15,94.15,101.78,144.23,167.88,157.27,174.95,160.27,185.66,167.05,131.97,126.06,109.59,126.02,159.67,92.56,162.4,200.13,153.23
2023-06-07,130.81,139.06,126.64,100.5,110.0,158.16,184.46,156.44,160.8,193.81,114.08,90.1,182.34,155.43,179.26,157.43,136.12,137.68,132.44,116.88,101.78,92.42,126.92,157.04,147.81,148.55,141.09,123.98,93.88,101.74,144.34,168.1,157.5,174.69,160.38,186.01,166.96,131.71,125.86,109.46,125.89,159.67,92.34,162.71,200.12,152.21
2023-06-08,130.81,138.95,126.39,100.33,110.08,158.0,184.19,156.62,160.77,193.52,113.91,89.88,182.33,155.93,179.12,157.3,135.87,137.64,132.42,116.79,101.69,92.35,126.82,157.02,148.33,148.74,141.45,123.84,93.67,101.69,144.54,168.45,157.82,174.62,160.52,186.43,167.06,131.41,125.77,109.46,125.89,159.58,91.56,163.03,200.29,151.34
2023-06-09,130.74,138.83,126.28,100.12,110.26,157.95,183.93,156.52,160.72,193.28,113.64,89.7,182.45,156.16,179.01,157.22,135.78,137.55,132.22,116.79,101.55,92.2,126.64,156.97,148.66,148.99,141.77,123.74,93.45,101.56,144.49,168.48,157.9,174.57,160.59,186.75,167.2,131.09,125.59,109.36,125.81,159.39,90.72,163.23,200.45,151.5
2023-06-10,130.59,138.67,126.16,99.88,110.21,157.9,183.65,156.41,160.63,193.64,113.34,89.27,182.63,156.02,178.88,157.13,135.63,137.44,132.03,116.77,101.34,91.88,126.4,156.99,148.72,149.18,141.96,123.64,93.26,101.52,144.69,168.63,158.14,174.45,160.7,187.31,167.17,130.86,125.31,109.24,125.8,159.13,89.6,163.35,200.69,151.6
2023-06-11,130.53,138.57,126.15,99.67,110.34,157.96,183.48,156.28,160.58,194.11,113.12,88.87,182.77,155.93,178.91,157.25,135.63,137.4,131.9,116.99,101.2,91.67,126.26,157.11,148.82,149.36,142.27,123.65,93.18,101.49,144.74,168.66,158.33,174.39,160.82,187.76,167.33,130.74,125.12,109.24,125.88,159.03,88.59,163.55,200.9,151.73
2023-06-12,130.51,138.44,126.08,99.45,110.38,157.96,183.3,156.08,160.48,194.57,112.86,88.36,182.88,155.74,178.91,157.28,135.43,137.3,131.68,117.17,101.02,91.37,126.06,157.2,148.82,149.51,142.34,123.56,93.03,101.41,144.73,168.6,158.49,174.3,160.93,187.88,167.48,130.58,124.89,109.21,125.79,159.0,87.56,163.67,201.01,151.78
2023-06-13,130.51,138.3,125.98,99.55,110.35,157.96,183.1,155.95,160.37,194.89,112.84,87.85,183.06,155.54,178.81,157.22,135.46,137.25,131.44,117.32,100.88,91.09,125.8,157.18,148.77,149.44,142.32,123.59,92.88,101.3,144.67,168.56,158.73,174.5,160.98,188.25,167.48,130.32,124.89,109.2,125.78,158.9,86.54,163.85,201.08,151.91
2023-06-14,130.48,138.28,125.94,99.74,110.3,158.03,182.93,155.86,160.28,195.22,112.89,87.48,183.03,155.4,178.8,157.22,135.73,137.26,131.17,117.3,100.8,90.85,125.71,157.23,148.71,149.45,142.28,123.93,92.75,101.36,144.62,168.42,158.79,174.61,161.08,188.32,167.61,130.15,124.79,109.12,125.66,158.91,85.67,164.0,201.07,152.05
2023-06-15,130.36,138.18,125.84,99.94,110.25,158.13,182.67,155.65,160.06,195.11,112.82,87.42,183.0,155.07,178.8,157.12,135.57,137.15,130.81,117.24,100.79,90.57,125.63,157.12,148.37,149.44,142.3,123.89,92.55,101.46,144.52,168.23,158.72,174.26,161.14,188.38,167.53,130.03,124.64,109.06,125.42,158.77,85.47,164.47,200.97,152.15
2023-06-16,130.29,138.1,125.81,100.21,110.17,158.21,182.54,155.45,159.88,195.04,112.77,87.27,182.97,154.75,178.66,157.06,135.39,137.05,130.68,117.12,100.79,90.34,125.7,157.06,148.13,149.36,142.18,123.82,92.37,101.64,144.5,168.06,158.67,174.05,160.76,188.23,167.52,129.96,124.57,108.99,125.2,158.78,85.26,165.19,200.79,152.14
2023-06-17,130.25,138.06,125.82,100.32,110.09,158.08,182.46,155.39,159.74,194.83,112.82,87.29,182.98,154.89,178.47,157.07,135.31,137.02,130.55,117.07,100.77,90.18,125.84,157.0,148.06,149.17,142.06,123.79,92.3,101.66,144.59,167.93,158.66,174.1,160.36,188.28,167.66,129.94,124.56,108.99,124.89,158.68,85.29,166.02,200.63,152.24
2023-06-18,130.19,138.01,125.79,100.53,110.02,157.97,182.23,155.38,159.58,194.59,112.82,87.31,183.19,155.03,178.21,156.89,135.31,137.0,130.41,116.82,100.7,89.99,125.92,156.9,147.73,149.1,141.83,123.81,92.21,101.69,144.65,167.84,158.68,174.17,159.97,188.34,167.82,129.84,124.65,108.92,124.61,158.57,85.27,166.88,200.53,152.33
2023-06-19,130.12,137.98,125.8,100.73,109.97,157.85,182.05,155.31,159.43,194.27,112.77,87.33,183.34,155.2,177.99,156.86,135.26,136.95,130.28,116.56,100.65,89.85,126.02,156.75,147.46,148.97,141.74,123.79,92.14,101.75,144.68,167.77,158.7,174.21,159.55,188.33,167.91,129.76,124.66,108.84,124.34,158.46,85.24,167.74,200.51,152.46
2023-06-20,130.02,137.88,125.88,100.62,109.85,157.68,181.92,155.11,159.23,193.95,112.64,87.33,183.41,155.27,177.66,156.81,134.98,136.84,130.12,116.33,100.53,89.69,126.16,156.68,147.22,148.8,141.69,123.68,92.08,101.65,144.67,167.72,158.7,174.0,158.98,188.39,168.05,129.75,124.52,108.73,124.08,158.33,85.2,168.47,200.41,152.5
2023-06-21,129.89,137.79,125.94,100.44,109.64,157.52,181.78,154.73,158.99,193.72,112.51,87.17,183.62,155.31,177.3,156.62,134.36,136.6,129.9,116.19,100.36,89.44,126.14,156.5,146.87,148.12,141.61,123.15,91.98,101.3,144.61,167.71,158.72,173.69,158.31,188.46,167.93,129.68,124.25,108.68,123.83,158.12,85.11,169.26,200.41,149.83
2023-06-22,129.92,137.81,126.18,100.39,109.41,157.4,181.72,154.69,158.93,193.72,112.5,86.95,183.86,155.72,177.02,156.57,134.32,136.57,129.89,116.17,100.39,89.37,126.14,156.53,146.57,147.64,141.89,123.06,92.16,101.07,144.54,167.74,158.87,174.0,157.65,188.49,168.04,129.77,124.06,108.69,123.55,158.12,85.12,169.85,200.54,147.34
2023-06-23,129.89,137.75,126.11,100.2,109.15,157.22,181.5,154.5,158.71,193.71,112.39,86.66,184.04,156.08,176.76,156.49,134.24,136.49,129.75,116.09,100.28,89.22,126.0,156.5,146.28,147.09,142.25,122.97,92.12,100.64,144.4,167.75,158.94,174.01,157.41,188.75,167.9,129.73,123.86,108.62,123.31,159.19,84.97,170.31,200.56,144.72
2023-06-24,129.72,137.62,126.0,100.14,108.98,156.91,181.24,154.09,158.11,193.68,112.34,86.41,184.12,156.14,175.31,156.49,134.41,136.38,129.63,115.94,100.19,89.08,125.82,156.44,145.93,146.64,142.59,122.99,92.05,100.26,143.94,167.49,158.7,173.84,157.15,188.65,167.91,129.64,124.19,108.53,123.04,158.95,84.82,170.01,200.28,145.56
2023-06-25,129.59,137.43,125.83,99.97,108.79,156.32,180.93,153.67,157.24,193.48,112.29,86.1,184.05,156.1,172.85,156.43,134.34,136.18,129.45,115.73,100.09,88.89,125.52,156.33,145.66,146.15,142.87,122.87,91.99,99.77,143.65,167.39,158.6,173.61,156.91,188.8,167.73,129.49,124.48,108.4,122.8,158.58,84.59,169.16,199.87,146.4
2023-06-26,129.42,137.22,125.58,99.78,108.58,155.7,180.59,153.43,156.3,193.29,112.26,85.8,184.1,156.03,169.96,156.22,134.39,135.98,129.32,115.54,99.97,88.68,125.18,156.21,145.4,145.76,143.12,122.82,91.92,99.26,143.39,167.31,158.53,173.4,156.7,188.96,167.56,129.33,124.82,108.19,122.56,158.17,84.34,168.12,199.34,147.29
2023-06-27,129.23,137.04,125.3,99.61,108.49,155.12,180.07,153.24,155.34,193.08,112.22,85.47,184.16,156.06,166.91,156.02,134.45,135.8,129.09,115.24,99.87,88.54,124.86,156.14,145.19,145.52,143.25,122.76,91.83,98.89,143.14,167.16,158.43,173.2,156.57,189.06,167.4,129.16,125.27,108.04,122.36,157.83,84.16,167.01,198.86,148.29
2023-06-28,129.08,136.77,124.95,99.37,108.42,154.53,179.71,153.21,154.38,192.75,112.13,85.18,184.17,156.04,163.72,155.92,134.76,135.67,128.93,114.99,99.78,88.47,124.68,156.12,144.98,145.6,143.28,122.85,91.76,98.51,142.87,167.1,158.35,173.03,156.48,189.07,167.37,129.05,125.84,107.81,122.22,157.14,83.96,165.71,198.22,151.98
2023-06-29,128.8,136.45,124.48,99.12,108.33,153.84,179.43,152.98,153.34,192.24,112.01,84.87,184.1,155.77,160.45,155.71,134.88,135.48,128.63,114.62,99.45,88.34,124.5,156.01,144.75,145.77,142.97,122.86,91.43,97.78,142.68,167.1,158.31,172.66,156.32,189.2,167.2,128.83,126.46,107.55,122.2,156.48,83.65,164.31,197.5,155.52
2023-06-30,128.55,136.16,124.2,99.02,108.15,153.26,179.21,152.74,152.42,191.67,111.83,84.67,183.98,155.6,157.48,155.58,134.96,135.25,128.33,114.2,99.19,88.25,124.4,155.9,144.51,145.79,142.43,122.83,91.25,97.06,142.36,167.0,158.17,172.26,156.17,189.24,167.13,128.72,126.69,107.25,122.14,154.43,83.49,163.04,197.23,159.18
2023-07-01,128.38,135.89,123.79,98.9,107.93,152.61,178.87,152.65,151.71,191.05,111.57,84.37,183.65,154.85,155.51,155.29,134.77,134.96,127.9,113.77,98.93,88.27,124.31,155.7,144.24,145.42,141.43,122.66,90.96,96.31,142.29,167.25,158.29,171.77,155.69,189.48,166.73,128.66,126.22,106.93,122.2,153.64,83.28,162.04,197.15,159.28
2023-07-02,128.11,135.6,123.44,98.73,107.58,152.25,178.35,152.47,151.29,190.34,111.2,84.12,183.27,154.14,154.58,154.96,134.58,134.65,127.49,113.35,98.56,88.23,124.16,155.46,143.83,145.04,140.35,122.43,90.66,95.64,142.01,167.2,158.2,171.29,154.99,189.33,166.27,128.56,125.59,106.72,121.96,152.88,83.08,161.62,197.19,159.29
2023-07-03,127.85,135.32,123.17,98.56,107.34,151.9,177.93,152.11,150.87,189.67,110.87,83.88,182.8,153.48,153.77,154.71,134.46,134.37,127.01,112.96,98.2,88.21,124.02,155.24,143.41,144.7,139.27,122.31,90.37,94.97,141.71,167.12,158.03,170.75,154.29,189.21,165.83,128.47,125.13,106.56,121.74,152.11,82.9,161.15,197.22,159.27
2023-07-04,127.53,134.98,122.91,98.36,106.9,151.41,177.74,151.57,150.5,189.06,110.5,83.67,182.28,152.91,153.13,154.48,134.29,134.05,126.61,112.66,97.77,88.16,123.86,154.95,142.93,144.36,138.25,122.17,90.05,94.42,141.25,166.85,157.76,170.25,153.45,188.89,165.34,128.39,124.48,106.37,121.45,151.27,82.69,160.58,197.15,159.11
2023-07-05,127.25,134.6,122.68,98.25,106.58,150.79,177.65,151.19,150.06,188.25,110.29,83.53,181.5,152.4,152.47,154.2,134.35,133.84,126.22,112.4,97.39,88.16,123.69,154.67,142.51,144.12,137.31,122.34,89.8,93.94,140.87,166.6,157.54,169.8,152.65,188.75,164.72,128.28,124.08,106.24,121.22,150.64,82.56,159.88,197.1,158.91
2023-07-06,126.86,134.19,122.23,98.02,106.31,150.28,177.37,150.77,149.54,187.47,109.91,83.33,180.7,152.0,151.81,153.84,134.04,133.46,125.78,112.04,97.05,88.04,123.43,154.26,142.05,143.53,136.31,122.12,89.53,93.61,140.35,166.2,157.13,169.01,151.91,188.36,164.05,127.98,123.5,106.03,120.92,149.77,82.36,159.12,196.99,158.46
2023-07-07,126.5,133.89,121.8,97.73,106.12,149.87,177.04,150.59,149.15,186.88,109.71,83.17,180.25,151.56,151.05,153.52,133.82,133.21,125.5,111.83,96.74,87.95,123.19,153.95,141.95,143.28,135.76,121.94,89.3,93.28,140.01,165.99,156.96,168.71,151.17,188.01,163.6,127.71,123.36,105.98,120.62,149.23,82.2,158.27,196.71,158.05
2023-07-08,126.36,133.81,121.64,97.63,105.99,150.07,176.97,150.62,149.18,186.53,109.62,83.14,180.17,151.81,151.32,153.39,133.71,133.17,125.42,111.72,96.52,87.83,123.05,153.88,142.05,143.34,135.94,121.83,89.17,93.13,139.82,165.88,156.89,168.61,151.31,187.96,163.5,127.54,123.49,106.03,120.46,149.02,82.14,158.27,196.71,157.86
2023-07-09,126.7,133.7,121.44,97.56,105.81,150.27,177.03,150.67,149.04,186.39,109.57,83.01,180.21,152.06,151.08,153.33,133.64,133.13,125.34,111.59,96.34,87.75,123.01,153.85,142.03,143.36,136.15,121.76,89.01,92.93,139.56,165.72,156.74,168.52,151.75,187.92,163.46,127.37,123.67,105.93,120.4,148.7,82.08,157.9,196.63,157.73
2023-07-10,129.22,133.58,121.22,97.56,105.57,150.51,177.04,150.67,148.92,186.23,109.53,82.91,180.28,152.31,151.06,153.29,133.51,133.11,125.3,111.41,96.17,87.67,122.99,153.81,142.02,143.34,136.59,121.64,88.86,92.77,139.28,165.58,156.64,168.45,152.17,187.87,163.42,127.22,123.77,105.87,120.32,148.46,82.03,157.74,196.59,157.62
2023-07-11,131.8,133.59,120.99,97.55,105.69,151.03,176.96,150.79,148.84,185.97,109.58,82.83,180.56,152.42,151.08,153.38,133.48,133.18,125.38,111.23,96.04,87.58,122.92,153.86,141.91,143.38,137.21,121.6,88.73,92.69,139.18,165.69,156.62,168.42,152.76,188.08,163.46,127.03,124.05,105.89,120.28,148.32,81.93,157.92,196.31,157.68
2023-07-12,134.36,133.74,120.86,97.56,105.84,152.14,176.7,150.9,149.09,186.04,109.54,82.8,181.13,152.72,152.11,153.45,133.19,133.24,125.66,111.08,96.01,87.56,122.86,153.94,141.8,143.6,137.84,121.28,88.64,92.76,139.06,165.79,156.62,168.5,153.26,188.17,163.69,126.91,124.16,105.91,120.19,148.4,81.84,158.9,196.33,157.91
2023-07-13,137.09,133.91,121.08,97.72,106.08,153.32,176.83,151.0,149.37,186.28,109.71,82.96,181.84,152.93,152.9,153.76,133.29,133.47,125.97,110.99,96.08,87.66,122.87,154.23,141.69,143.91,138.59,121.38,88.7,92.99,139.04,165.69,156.5,169.02,153.72,188.46,164.13,127.02,124.32,106.05,120.11,148.78,82.28,159.81,196.38,158.47
2023-07-14,139.86,134.08,121.41,98.05,106.44,154.75,177.05,151.15,149.74,186.55,109.91,83.22,182.42,153.34,154.29,154.06,133.49,133.78,126.21,110.94,96.21,87.81,122.89,154.55,141.35,144.27,139.48,121.57,88.79,93.43,139.12,165.88,156.63,169.23,154.35,188.83,164.57,127.16,124.65,106.12,120.1,149.18,82.74,161.15,196.5,159.03
2023-07-15,141.92,134.11,121.59,98.25,106.75,155.96,177.19,151.1,149.8,186.74,110.03,83.49,182.91,153.92,154.6,154.26,133.54,133.94,126.19,110.91,96.34,87.79,122.83,154.81,140.91,144.5,140.13,121.64,88.87,93.77,139.11,165.89,156.65,169.35,154.54,189.17,164.83,127.23,124.84,106.15,119.93,149.36,83.16,161.81,196.39,159.46
2023-07-16,143.69,134.2,121.77,98.49,107.19,157.15,177.39,151.03,149.9,186.97,110.17,83.78,183.33,154.48,155.02,154.49,133.65,134.14,126.42,110.88,96.49,87.78,122.79,155.09,140.66,144.73,140.75,121.78,88.96,94.17,139.17,166.04,156.78,169.46,154.46,189.47,165.14,127.34,124.99,106.22,119.83,149.69,83.6,162.55,196.24,159.91
2023-07-17,143.33,134.31,122.01,98.7,107.68,158.41,177.57,151.06,150.02,187.18,110.27,84.02,183.84,154.28,155.34,154.61,133.83,134.26,126.64,110.87,96.66,87.73,122.76,155.37,140.46,144.77,141.25,121.92,89.04,94.54,139.28,166.21,156.93,169.59,154.4,189.85,165.33,127.44,125.05,106.25,119.79,149.73,84.04,163.25,196.17,160.33
2023-07-18,143.03,134.34,122.16,98.98,107.91,159.63,177.78,151.03,150.16,187.5,110.27,84.24,184.06,154.85,155.9,154.72,133.93,134.36,126.82,110.93,96.88,87.59,122.82,155.59,140.3,144.87,141.59,122.03,89.11,94.73,139.38,166.29,156.97,168.09,154.13,190.06,165.4,127.58,125.02,106.24,119.78,149.78,84.49,163.79,196.42,160.63
2023-07-19,142.69,134.36,122.25,99.28,107.99,160.61,178.14,150.91,150.12,187.82,110.27,84.4,184.3,155.41,155.7,154.89,134.02,134.39,126.8,111.03,96.96,87.35,122.94,155.87,140.11,145.02,142.05,122.1,89.18,94.53,139.41,166.19,156.82,166.46,154.13,189.96,165.44,127.68,124.96,106.24,119.77,149.99,84.92,163.73,196.46,160.88
2023-07-20,142.29,134.37,122.2,99.48,107.92,161.63,178.3,150.85,150.08,187.94,110.22,84.34,184.52,155.9,155.78,154.91,134.08,134.35,126.79,111.15,96.94,87.05,123.0,156.03,139.78,145.09,142.53,122.11,89.2,94.24,139.37,166.14,156.72,164.72,153.85,189.29,165.26,127.72,124.85,106.06,119.69,150.14,84.86,163.91,196.42,161.05
2023-07-21,141.88,134.41,122.12,99.64,107.85,162.3,178.64,150.68,149.94,188.01,110.14,84.24,184.69,156.37,155.33,155.17,134.02,134.28,126.58,111.35,96.93,86.87,123.03,156.16,139.52,145.06,142.63,122.09,89.19,93.99,139.34,166.03,156.6,164.66,153.64,189.08,165.07,127.82,124.58,106.04,119.9,150.07,84.74,163.77,196.32,161.03
2023-07-22,141.67,134.17,121.86,100.11,107.35,163.04,178.72,150.46,149.7,187.88,109.81,83.74,184.82,156.55,155.23,154.75,134.02,134.02,126.36,111.05,96.57,86.47,122.32,155.98,138.9,144.78,142.46,121.87,88.95,93.34,138.83,165.59,156.22,164.58,153.28,188.15,164.35,127.57,124.15,105.71,119.72,149.9,84.3,163.96,196.13,161.03
2023-07-23,141.67,134.23,121.88,100.99,107.3,163.8,179.14,150.43,149.72,187.99,109.7,83.55,184.99,156.81,155.49,154.95,134.09,134.0,126.11,111.18,96.46,86.38,122.27,156.1,138.76,144.89,142.59,121.85,88.92,93.22,138.76,165.5,156.14,164.61,153.16,187.87,164.21,127.66,123.92,105.62,119.98,149.95,84.14,164.35,196.15,161.08
2023-07-24,141.52,134.27,121.8,101.82,107.08,164.53,179.58,150.34,149.76,188.12,109.62,83.33,185.21,157.64,155.78,155.19,134.1,133.99,125.81,111.3,96.32,86.27,122.22,156.26,138.58,145.19,142.62,121.75,88.88,92.93,138.63,165.36,156.04,164.65,153.04,187.46,164.19,127.71,123.64,105.56,120.14,150.2,83.94,164.76,196.14,161.14
2023-07-25,141.41,134.34,121.88,102.65,107.02,165.32,180.06,150.3,149.75,188.33,109.58,83.02,185.69,157.92,155.78,155.49,134.16,134.01,125.78,111.44,96.19,86.23,122.23,156.39,138.53,145.31,142.8,121.72,88.88,92.74,138.45,165.11,155.93,166.0,153.11,187.13,164.3,127.8,123.69,105.51,120.34,150.45,83.81,165.04,196.18,161.18
2023-07-26,141.36,134.41,121.97,102.77,106.96,166.0,180.35,150.27,149.72,188.57,109.53,82.86,186.16,157.99,155.62,155.84,134.18,134.05,125.85,111.58,96.05,86.19,122.19,156.45,138.61,145.29,142.86,121.69,88.88,92.83,138.35,165.11,156.01,167.78,153.12,187.08,164.38,127.91,123.8,105.43,120.53,150.58,83.65,165.31,196.23,161.23
2023-07-27,141.26,134.48,122.08,102.97,107.03,166.51,180.65,150.17,149.7,188.83,109.57,82.82,186.61,158.17,155.25,156.15,134.28,134.15,125.91,111.73,95.87,86.08,122.15,156.53,139.08,145.28,142.9,121.69,88.9,92.9,138.38,165.46,156.26,169.69,153.54,187.65,164.57,127.99,124.09,105.57,120.87,150.64,83.15,165.37,196.42,161.32
2023-07-28,141.16,134.48,122.11,102.72,106.98,167.16,180.78,150.09,149.61,188.98,109.59,82.75,187.06,158.18,154.92,156.21,134.42,134.16,126.18,111.72,95.69,85.84,122.13,156.53,139.44,145.48,142.97,121.68,88.96,92.88,138.36,165.5,156.26,169.81,153.7,188.25,164.57,127.96,124.39,105.59,120.85,150.68,82.69,163.67,196.55,161.5
2023-07-29,141.57,134.81,122.4,102.17,107.55,167.63,181.4,150.19,149.76,189.52,109.88,83.08,187.41,158.55,154.57,156.96,134.58,134.45,126.68,112.23,95.87,86.05,122.93,156.86,140.26,146.0,143.04,121.93,89.23,93.37,138.8,165.94,156.55,170.02,154.19,189.46,165.14,128.3,124.85,105.93,121.41,151.0,82.52,161.95,196.81,161.68
2023-07-30,141.55,134.86,122.43,101.14,107.65,168.13,181.71,150.16,149.75,189.79,109.94,83.15,187.79,158.68,154.28,157.11,134.66,134.49,127.02,112.32,95.79,85.93,123.07,156.91,140.57,146.12,142.98,121.94,89.27,93.34,138.82,165.98,156.56,170.14,154.64,190.07,165.17,128.29,125.16,106.01,121.44,151.11,82.1,160.23,197.06,161.82
2023-07-31,141.6,134.88,122.5,100.12,107.78,168.52,181.89,150.16,149.67,189.93,109.97,83.21,188.06,158.88,153.96,157.2,134.74,134.5,127.42,112.4,95.71,85.83,123.11,156.86,140.84,146.17,143.0,121.94,89.27,93.44,138.83,165.96,156.5,170.23,155.06,190.66,165.09,128.25,125.33,105.97,121.47,151.19,81.67,158.52,197.24,161.97
2023-08-01,141.48,134.85,122.47,99.97,107.77,168.71,182.02,150.12,149.56,190.04,110.02,83.35,188.2,158.22,153.7,156.89,134.71,134.44,127.58,112.34,95.58,85.68,122.95,156.78,141.04,146.29,142.59,121.81,89.26,93.5,138.94,166.28,156.66,170.76,155.52,191.21,164.87,128.11,125.42,105.94,121.48,151.15,81.1,156.76,197.42,162.13
2023-08-02,141.5,134.77,122.21,99.79,107.75,168.9,182.07,150.04,149.43,189.83,110.04,83.34,188.14,157.72,153.43,156.44,134.68,134.33,127.57,112.15,95.49,85.51,122.74,156.6,141.07,146.35,142.13,121.74,89.15,93.46,138.98,166.3,156.65,170.87,155.72,191.85,164.45,127.79,125.42,105.84,121.4,150.91,80.54,154.87,197.44,162.11
2023-08-03,141.59,134.66,121.87,99.47,107.66,169.08,181.91,150.03,149.23,189.71,110.05,83.2,188.01,157.45,153.35,156.02,134.65,134.22,127.71,112.0,95.41,85.39,122.54,156.45,140.91,146.37,141.61,121.63,88.99,93.47,139.01,166.24,156.61,170.94,155.94,192.57,164.05,127.49,125.4,105.64,121.27,150.75,80.32,152.97,197.32,161.96
2023-08-04,141.81,134.53,121.67,99.69,107.65,169.28,181.93,150.01,149.13,189.85,110.2,83.14,188.0,157.37,153.16,155.86,134.59,134.16,127.97,111.92,95.41,85.32,122.48,156.43,140.62,146.32,141.17,121.55,88.85,93.48,139.01,166.17,156.45,171.15,156.07,192.67,163.79,127.33,125.36,105.56,121.21,150.67,80.12,152.83,197.35,162.15
2023-08-05,142.07,134.46,121.44,99.92,107.67,169.49,181.82,150.02,148.93,189.9,110.35,83.07,188.18,157.16,152.84,155.84,134.58,134.16,128.21,111.94,95.32,85.19,122.44,156.42,140.37,146.49,141.1,121.54,88.82,93.47,139.11,166.2,156.4,171.4,156.06,192.91,163.65,127.24,125.59,105.56,121.16,150.59,80.05,152.62,197.33,162.37
2023-08-06,142.29,134.35,121.21,100.18,107.54,169.75,181.71,150.03,148.72,189.96,110.48,82.9,188.41,157.12,152.53,155.76,134.58,134.12,128.39,111.92,95.24,85.05,122.33,156.37,140.2,146.56,140.6,121.51,88.72,93.35,139.16,166.2,156.28,171.63,155.98,193.15,163.46,127.09,125.75,105.54,121.12,150.47,79.91,152.44,197.18,162.61
2023-08-07,142.56,134.27,121.01,100.47,107.48,170.01,181.68,150.01,148.62,190.08,110.65,82.78,188.63,157.08,152.38,155.71,134.58,134.15,128.57,111.91,95.2,84.93,122.32,156.4,140.0,146.6,140.1,121.49,88.65,93.25,139.24,166.28,156.21,171.86,155.88,193.32,163.33,126.96,126.15,105.67,121.08,150.35,79.81,152.3,197.11,162.85
2023-08-08,142.94,134.3,121.03,99.87,107.47,170.46,181.58,150.12,148.6,190.28,110.9,82.66,189.0,157.87,152.31,155.89,134.74,134.27,128.73,111.97,95.21,84.9,122.45,156.55,139.9,146.78,139.97,121.65,88.64,93.21,139.35,166.2,156.06,172.07,155.76,193.64,163.38,126.94,126.43,105.81,120.91,150.5,79.81,152.27,197.11,163.16
2023-08-09,143.16,134.32,121.32,99.96,107.41,170.95,181.79,150.24,148.53,190.83,111.18,82.55,189.6,158.5,152.22,156.18,134.85,134.41,128.84,112.13,95.18,84.91,122.6,156.82,139.91,146.92,140.14,121.68,88.66,93.47,139.49,166.25,156.05,172.24,155.79,193.92,163.57,127.07,126.82,106.08,120.74,150.64,79.78,152.33,197.32,163.66
