label,lag,mae,rmse,model_path
"Job Openings: Total private - Rate in Percent, Monthly, Seasonally Adjusted (1,000 to 4,999 employees)",1,0.584349505106608,0.6236094432276993,models_xgb/openings/xgb_Job_Openings_Total_private__Rate_in_Percent_Monthly_Seasonally_Adjusted_(1000_to_4999_employees)_lag1.pkl
"Job Openings: Total private - Rate in Percent, Monthly, Seasonally Adjusted (1,000 to 4,999 employees)",2,0.8337256431579588,0.9355824454208819,models_xgb/openings/xgb_Job_Openings_Total_private__Rate_in_Percent_Monthly_Seasonally_Adjusted_(1000_to_4999_employees)_lag2.pkl
"Job Openings: Total private - Rate in Percent, Monthly, Seasonally Adjusted (1,000 to 4,999 employees)",3,0.8488629976908365,0.9212467781286117,models_xgb/openings/xgb_Job_Openings_Total_private__Rate_in_Percent_Monthly_Seasonally_Adjusted_(1000_to_4999_employees)_lag3.pkl
"Job Openings: Total private - Rate in Percent, Monthly, Seasonally Adjusted (10 to 49 employees)",0,0.6570320129394528,0.8331208181500989,models_xgb/openings/xgb_Job_Openings_Total_private__Rate_in_Percent_Monthly_Seasonally_Adjusted_(10_to_49_employees)_lag0.pkl
"Job Openings: Total private - Rate in Percent, Monthly, Seasonally Adjusted (10 to 49 employees)",1,0.7072319984436032,0.8799517116460166,models_xgb/openings/xgb_Job_Openings_Total_private__Rate_in_Percent_Monthly_Seasonally_Adjusted_(10_to_49_employees)_lag1.pkl
"Job Openings: Total private - Rate in Percent, Monthly, Seasonally Adjusted (10 to 49 employees)",2,0.7811718781789141,0.9693261872623103,models_xgb/openings/xgb_Job_Openings_Total_private__Rate_in_Percent_Monthly_Seasonally_Adjusted_(10_to_49_employees)_lag2.pkl
"Job Openings: Total private - Rate in Percent, Monthly, Seasonally Adjusted (10 to 49 employees)",3,0.7735957463582356,0.94601439331697,models_xgb/openings/xgb_Job_Openings_Total_private__Rate_in_Percent_Monthly_Seasonally_Adjusted_(10_to_49_employees)_lag3.pkl
"Job Openings: Total private - Rate in Percent, Monthly, Seasonally Adjusted (250 to 999 employees)",0,0.20284193356831878,0.304893088473836,models_xgb/openings/xgb_Job_Openings_Total_private__Rate_in_Percent_Monthly_Seasonally_Adjusted_(250_to_999_employees)_lag0.pkl
"Job Openings: Total private - Rate in Percent, Monthly, Seasonally Adjusted (250 to 999 employees)",1,0.2399604797363281,0.27616725172245665,models_xgb/openings/xgb_Job_Openings_Total_private__Rate_in_Percent_Monthly_Seasonally_Adjusted_(250_to_999_employees)_lag1.pkl
"Job Openings: Total private - Rate in Percent, Monthly, Seasonally Adjusted (250 to 999 employees)",2,0.21176816622416186,0.25364529831047955,models_xgb/openings/xgb_Job_Openings_Total_private__Rate_in_Percent_Monthly_Seasonally_Adjusted_(250_to_999_employees)_lag2.pkl
"Job Openings: Total private - Rate in Percent, Monthly, Seasonally Adjusted (250 to 999 employees)",3,0.18019990921020504,0.2323959660779846,models_xgb/openings/xgb_Job_Openings_Total_private__Rate_in_Percent_Monthly_Seasonally_Adjusted_(250_to_999_employees)_lag3.pkl
"Job Openings: Total private - Rate in Percent, Monthly, Seasonally Adjusted (5,000 or more employees)",0,0.4959120114644371,0.5346158241380085,models_xgb/openings/xgb_Job_Openings_Total_private__Rate_in_Percent_Monthly_Seasonally_Adjusted_(5000_or_more_employees)_lag0.pkl
"Job Openings: Total private - Rate in Percent, Monthly, Seasonally Adjusted (5,000 or more employees)",1,0.378023958206177,0.4173216083884188,models_xgb/openings/xgb_Job_Openings_Total_private__Rate_in_Percent_Monthly_Seasonally_Adjusted_(5000_or_more_employees)_lag1.pkl
"Job Openings: Total private - Rate in Percent, Monthly, Seasonally Adjusted (5,000 or more employees)",2,0.4209934234619143,0.4660575560988747,models_xgb/openings/xgb_Job_Openings_Total_private__Rate_in_Percent_Monthly_Seasonally_Adjusted_(5000_or_more_employees)_lag2.pkl
"Job Openings: Total private - Rate in Percent, Monthly, Seasonally Adjusted (5,000 or more employees)",3,0.542944129308065,0.6461164210432474,models_xgb/openings/xgb_Job_Openings_Total_private__Rate_in_Percent_Monthly_Seasonally_Adjusted_(5000_or_more_employees)_lag3.pkl
"Job Openings: Total private - Rate in Percent, Monthly, Seasonally Adjusted (50 to 249 employees)",0,0.22083854675292938,0.25566832264709505,models_xgb/openings/xgb_Job_Openings_Total_private__Rate_in_Percent_Monthly_Seasonally_Adjusted_(50_to_249_employees)_lag0.pkl
"Job Openings: Total private - Rate in Percent, Monthly, Seasonally Adjusted (50 to 249 employees)",1,0.21610522270202606,0.2474172113032037,models_xgb/openings/xgb_Job_Openings_Total_private__Rate_in_Percent_Monthly_Seasonally_Adjusted_(50_to_249_employees)_lag1.pkl
"Job Openings: Total private - Rate in Percent, Monthly, Seasonally Adjusted (50 to 249 employees)",2,0.2045030752817789,0.2514747707533802,models_xgb/openings/xgb_Job_Openings_Total_private__Rate_in_Percent_Monthly_Seasonally_Adjusted_(50_to_249_employees)_lag2.pkl
"Job Openings: Total private - Rate in Percent, Monthly, Seasonally Adjusted (50 to 249 employees)",3,0.23207014401753737,0.29567675771754975,models_xgb/openings/xgb_Job_Openings_Total_private__Rate_in_Percent_Monthly_Seasonally_Adjusted_(50_to_249_employees)_lag3.pkl
"Job Openings: Total private - Rate in Percent, Monthly, Seasonally Adjusted (All size classes)",0,0.6670228322347004,0.7407602738545653,models_xgb/openings/xgb_Job_Openings_Total_private__Rate_in_Percent_Monthly_Seasonally_Adjusted_(All_size_classes)_lag0.pkl
"Job Openings: Total private - Rate in Percent, Monthly, Seasonally Adjusted (All size classes)",1,0.5621444861094155,0.6268151524811035,models_xgb/openings/xgb_Job_Openings_Total_private__Rate_in_Percent_Monthly_Seasonally_Adjusted_(All_size_classes)_lag1.pkl
"Job Openings: Total private - Rate in Percent, Monthly, Seasonally Adjusted (All size classes)",2,0.506486940383911,0.5665649957387103,models_xgb/openings/xgb_Job_Openings_Total_private__Rate_in_Percent_Monthly_Seasonally_Adjusted_(All_size_classes)_lag2.pkl
"Job Openings: Total private - Rate in Percent, Monthly, Seasonally Adjusted (All size classes)",3,0.3945680141448973,0.47690225465457037,models_xgb/openings/xgb_Job_Openings_Total_private__Rate_in_Percent_Monthly_Seasonally_Adjusted_(All_size_classes)_lag3.pkl
"Job Openings: Trade, transportation, and utilities - Rate in Percent, Monthly, Seasonally Adjusted (All size classes)",0,0.40466907819112147,0.46281147641937426,models_xgb/openings/xgb_Job_Openings_Trade_transportation_and_utilities__Rate_in_Percent_Monthly_Seasonally_Adjusted_(All_size_classes)_lag0.pkl
"Job Openings: Trade, transportation, and utilities - Rate in Percent, Monthly, Seasonally Adjusted (All size classes)",1,0.40463816324869795,0.445131411248014,models_xgb/openings/xgb_Job_Openings_Trade_transportation_and_utilities__Rate_in_Percent_Monthly_Seasonally_Adjusted_(All_size_classes)_lag1.pkl
"Job Openings: Trade, transportation, and utilities - Rate in Percent, Monthly, Seasonally Adjusted (All size classes)",2,0.3986146767934164,0.42292381895517045,models_xgb/openings/xgb_Job_Openings_Trade_transportation_and_utilities__Rate_in_Percent_Monthly_Seasonally_Adjusted_(All_size_classes)_lag2.pkl
"Job Openings: Trade, transportation, and utilities - Rate in Percent, Monthly, Seasonally Adjusted (All size classes)",3,0.38938040733337403,0.435159028379639,models_xgb/openings/xgb_Job_Openings_Trade_transportation_and_utilities__Rate_in_Percent_Monthly_Seasonally_Adjusted_(All_size_classes)_lag3.pkl
"Job Openings: Transportation, warehousing, and utilities - Rate in Percent, Monthly, Seasonally Adjusted (All size classes)",0,0.8625850041707356,0.9835845939152693,models_xgb/openings/xgb_Job_Openings_Transportation_warehousing_and_utilities__Rate_in_Percent_Monthly_Seasonally_Adjusted_(All_size_classes)_lag0.pkl
"Job Openings: Transportation, warehousing, and utilities - Rate in Percent, Monthly, Seasonally Adjusted (All size classes)",1,0.8877108256022135,0.9872298263157923,models_xgb/openings/xgb_Job_Openings_Transportation_warehousing_and_utilities__Rate_in_Percent_Monthly_Seasonally_Adjusted_(All_size_classes)_lag1.pkl
"Job Openings: Transportation, warehousing, and utilities - Rate in Percent, Monthly, Seasonally Adjusted (All size classes)",2,0.7611355145772297,0.8967724032606763,models_xgb/openings/xgb_Job_Openings_Transportation_warehousing_and_utilities__Rate_in_Percent_Monthly_Seasonally_Adjusted_(All_size_classes)_lag2.pkl
"Job Openings: Transportation, warehousing, and utilities - Rate in Percent, Monthly, Seasonally Adjusted (All size classes)",3,1.0064321517944335,1.190292926982934,models_xgb/openings/xgb_Job_Openings_Transportation_warehousing_and_utilities__Rate_in_Percent_Monthly_Seasonally_Adjusted_(All_size_classes)_lag3.pkl
"Job Openings: Wholesale trade - Rate in Percent, Monthly, Seasonally Adjusted (All size classes)",0,0.38990809122721365,0.4811302444344531,models_xgb/openings/xgb_Job_Openings_Wholesale_trade__Rate_in_Percent_Monthly_Seasonally_Adjusted_(All_size_classes)_lag0.pkl
"Job Openings: Wholesale trade - Rate in Percent, Monthly, Seasonally Adjusted (All size classes)",1,0.4083227475484213,0.4909808608076781,models_xgb/openings/xgb_Job_Openings_Wholesale_trade__Rate_in_Percent_Monthly_Seasonally_Adjusted_(All_size_classes)_lag1.pkl
"Job Openings: Wholesale trade - Rate in Percent, Monthly, Seasonally Adjusted (All size classes)",2,0.4470496654510498,0.5924390387076244,models_xgb/openings/xgb_Job_Openings_Wholesale_trade__Rate_in_Percent_Monthly_Seasonally_Adjusted_(All_size_classes)_lag2.pkl
"Job Openings: Wholesale trade - Rate in Percent, Monthly, Seasonally Adjusted (All size classes)",3,0.43370931943257657,0.5133876349685143,models_xgb/openings/xgb_Job_Openings_Wholesale_trade__Rate_in_Percent_Monthly_Seasonally_Adjusted_(All_size_classes)_lag3.pkl
