label,lag,mae,rmse,order,model_path
"Job Openings: State and local government, excluding education - Rate in Percent, Monthly, Seasonally Adjusted (All size classes)",1,0.7975370441741628,0.8434051396659098,"(0, 1, 1)",models_arima/openings/arima_Job_Openings_State_and_local_government_excluding_education__Rate_in_Percent_Monthly_Seasonally_Adjusted_(All_size_classes)_lag1.pkl
"Job Openings: State and local government, excluding education - Rate in Percent, Monthly, Seasonally Adjusted (All size classes)",2,0.7975638624038845,0.8434337084245991,"(0, 1, 1)",models_arima/openings/arima_Job_Openings_State_and_local_government_excluding_education__Rate_in_Percent_Monthly_Seasonally_Adjusted_(All_size_classes)_lag2.pkl
"Job Openings: State and local government, excluding education - Rate in Percent, Monthly, Seasonally Adjusted (All size classes)",3,0.8145377359245124,0.8615453627974069,"(1, 1, 2)",models_arima/openings/arima_Job_Openings_State_and_local_government_excluding_education__Rate_in_Percent_Monthly_Seasonally_Adjusted_(All_size_classes)_lag3.pkl
"Job Openings: Total nonfarm - Rate in Percent, Monthly, Seasonally Adjusted (All size classes)",0,0.41004355158013767,0.4457665886257032,"(1, 1, 2)",models_arima/openings/arima_Job_Openings_Total_nonfarm__Rate_in_Percent_Monthly_Seasonally_Adjusted_(All_size_classes)_lag0.pkl
"Job Openings: Total nonfarm - Rate in Percent, Monthly, Seasonally Adjusted (All size classes)",1,0.4162587877337995,0.452532268951678,"(1, 1, 2)",models_arima/openings/arima_Job_Openings_Total_nonfarm__Rate_in_Percent_Monthly_Seasonally_Adjusted_(All_size_classes)_lag1.pkl
"Job Openings: Total nonfarm - Rate in Percent, Monthly, Seasonally Adjusted (All size classes)",2,0.411408279025601,0.4472506781684551,"(1, 1, 2)",models_arima/openings/arima_Job_Openings_Total_nonfarm__Rate_in_Percent_Monthly_Seasonally_Adjusted_(All_size_classes)_lag2.pkl
"Job Openings: Total nonfarm - Rate in Percent, Monthly, Seasonally Adjusted (All size classes)",3,0.4033104592520511,0.43846274498283555,"(1, 1, 2)",models_arima/openings/arima_Job_Openings_Total_nonfarm__Rate_in_Percent_Monthly_Seasonally_Adjusted_(All_size_classes)_lag3.pkl
"Job Openings: Total private - Rate in Percent, Monthly, Seasonally Adjusted (1 to 9 employees)",0,0.44166666666666665,0.5009959186062162,"(0, 1, 1)",models_arima/openings/arima_Job_Openings_Total_private__Rate_in_Percent_Monthly_Seasonally_Adjusted_(1_to_9_employees)_lag0.pkl
"Job Openings: Total private - Rate in Percent, Monthly, Seasonally Adjusted (1 to 9 employees)",1,0.44166666666666665,0.500847625690302,"(0, 1, 1)",models_arima/openings/arima_Job_Openings_Total_private__Rate_in_Percent_Monthly_Seasonally_Adjusted_(1_to_9_employees)_lag1.pkl
"Job Openings: Total private - Rate in Percent, Monthly, Seasonally Adjusted (1 to 9 employees)",2,0.44166666666666665,0.500983943958808,"(0, 1, 1)",models_arima/openings/arima_Job_Openings_Total_private__Rate_in_Percent_Monthly_Seasonally_Adjusted_(1_to_9_employees)_lag2.pkl
"Job Openings: Total private - Rate in Percent, Monthly, Seasonally Adjusted (1 to 9 employees)",3,0.44166666666666665,0.5010291325941284,"(0, 1, 1)",models_arima/openings/arima_Job_Openings_Total_private__Rate_in_Percent_Monthly_Seasonally_Adjusted_(1_to_9_employees)_lag3.pkl
"Job Openings: Total private - Rate in Percent, Monthly, Seasonally Adjusted (1,000 to 4,999 employees)",0,0.2953854242013187,0.3591227582160277,"(1, 1, 0)",models_arima/openings/arima_Job_Openings_Total_private__Rate_in_Percent_Monthly_Seasonally_Adjusted_(1000_to_4999_employees)_lag0.pkl
"Job Openings: Total private - Rate in Percent, Monthly, Seasonally Adjusted (1,000 to 4,999 employees)",1,0.29607471998300466,0.35998807458842375,"(1, 1, 0)",models_arima/openings/arima_Job_Openings_Total_private__Rate_in_Percent_Monthly_Seasonally_Adjusted_(1000_to_4999_employees)_lag1.pkl
"Job Openings: Total private - Rate in Percent, Monthly, Seasonally Adjusted (1,000 to 4,999 employees)",2,0.29638505044503405,0.3603806560377944,"(1, 1, 0)",models_arima/openings/arima_Job_Openings_Total_private__Rate_in_Percent_Monthly_Seasonally_Adjusted_(1000_to_4999_employees)_lag2.pkl
"Job Openings: Total private - Rate in Percent, Monthly, Seasonally Adjusted (1,000 to 4,999 employees)",3,0.29628238157428405,0.36025056848184367,"(1, 1, 0)",models_arima/openings/arima_Job_Openings_Total_private__Rate_in_Percent_Monthly_Seasonally_Adjusted_(1000_to_4999_employees)_lag3.pkl
"Job Openings: Total private - Rate in Percent, Monthly, Seasonally Adjusted (10 to 49 employees)",0,0.6599291351395687,0.7247564633277153,"(1, 1, 2)",models_arima/openings/arima_Job_Openings_Total_private__Rate_in_Percent_Monthly_Seasonally_Adjusted_(10_to_49_employees)_lag0.pkl
"Job Openings: Total private - Rate in Percent, Monthly, Seasonally Adjusted (10 to 49 employees)",1,0.6553230936736097,0.7200866901460242,"(1, 1, 2)",models_arima/openings/arima_Job_Openings_Total_private__Rate_in_Percent_Monthly_Seasonally_Adjusted_(10_to_49_employees)_lag1.pkl
"Job Openings: Total private - Rate in Percent, Monthly, Seasonally Adjusted (10 to 49 employees)",2,0.6605956453413047,0.7253982471829257,"(1, 1, 2)",models_arima/openings/arima_Job_Openings_Total_private__Rate_in_Percent_Monthly_Seasonally_Adjusted_(10_to_49_employees)_lag2.pkl
"Job Openings: Total private - Rate in Percent, Monthly, Seasonally Adjusted (10 to 49 employees)",3,0.6604214922925954,0.7252221465929369,"(1, 1, 2)",models_arima/openings/arima_Job_Openings_Total_private__Rate_in_Percent_Monthly_Seasonally_Adjusted_(10_to_49_employees)_lag3.pkl
"Job Openings: Total private - Rate in Percent, Monthly, Seasonally Adjusted (250 to 999 employees)",0,0.1871732875926938,0.22439535072568084,"(1, 1, 2)",models_arima/openings/arima_Job_Openings_Total_private__Rate_in_Percent_Monthly_Seasonally_Adjusted_(250_to_999_employees)_lag0.pkl
"Job Openings: Total private - Rate in Percent, Monthly, Seasonally Adjusted (250 to 999 employees)",1,0.18693789321044932,0.22432728573036767,"(1, 1, 2)",models_arima/openings/arima_Job_Openings_Total_private__Rate_in_Percent_Monthly_Seasonally_Adjusted_(250_to_999_employees)_lag1.pkl
"Job Openings: Total private - Rate in Percent, Monthly, Seasonally Adjusted (250 to 999 employees)",2,0.18671442840157926,0.2242524963312874,"(1, 1, 2)",models_arima/openings/arima_Job_Openings_Total_private__Rate_in_Percent_Monthly_Seasonally_Adjusted_(250_to_999_employees)_lag2.pkl
"Job Openings: Total private - Rate in Percent, Monthly, Seasonally Adjusted (250 to 999 employees)",3,0.1881274067028256,0.22471772530663492,"(1, 1, 2)",models_arima/openings/arima_Job_Openings_Total_private__Rate_in_Percent_Monthly_Seasonally_Adjusted_(250_to_999_employees)_lag3.pkl
"Job Openings: Total private - Rate in Percent, Monthly, Seasonally Adjusted (5,000 or more employees)",0,0.6397784665815925,0.6760107972176655,"(3, 1, 0)",models_arima/openings/arima_Job_Openings_Total_private__Rate_in_Percent_Monthly_Seasonally_Adjusted_(5000_or_more_employees)_lag0.pkl
"Job Openings: Total private - Rate in Percent, Monthly, Seasonally Adjusted (5,000 or more employees)",1,0.6396735981031577,0.675878599532305,"(3, 1, 0)",models_arima/openings/arima_Job_Openings_Total_private__Rate_in_Percent_Monthly_Seasonally_Adjusted_(5000_or_more_employees)_lag1.pkl
"Job Openings: Total private - Rate in Percent, Monthly, Seasonally Adjusted (5,000 or more employees)",2,0.6391495306557855,0.6754326121805284,"(3, 1, 0)",models_arima/openings/arima_Job_Openings_Total_private__Rate_in_Percent_Monthly_Seasonally_Adjusted_(5000_or_more_employees)_lag2.pkl
"Job Openings: Total private - Rate in Percent, Monthly, Seasonally Adjusted (5,000 or more employees)",3,0.6391920892579365,0.6754696871372668,"(3, 1, 0)",models_arima/openings/arima_Job_Openings_Total_private__Rate_in_Percent_Monthly_Seasonally_Adjusted_(5000_or_more_employees)_lag3.pkl
"Job Openings: Total private - Rate in Percent, Monthly, Seasonally Adjusted (50 to 249 employees)",0,0.2981613876663494,0.3638534365998676,"(2, 1, 2)",models_arima/openings/arima_Job_Openings_Total_private__Rate_in_Percent_Monthly_Seasonally_Adjusted_(50_to_249_employees)_lag0.pkl
"Job Openings: Total private - Rate in Percent, Monthly, Seasonally Adjusted (50 to 249 employees)",1,0.3073121340887783,0.3739313148015539,"(2, 1, 2)",models_arima/openings/arima_Job_Openings_Total_private__Rate_in_Percent_Monthly_Seasonally_Adjusted_(50_to_249_employees)_lag1.pkl
"Job Openings: Total private - Rate in Percent, Monthly, Seasonally Adjusted (50 to 249 employees)",2,0.30499713468268147,0.37151421770534937,"(2, 1, 2)",models_arima/openings/arima_Job_Openings_Total_private__Rate_in_Percent_Monthly_Seasonally_Adjusted_(50_to_249_employees)_lag2.pkl
"Job Openings: Total private - Rate in Percent, Monthly, Seasonally Adjusted (50 to 249 employees)",3,0.2383044227697141,0.29686531886728723,"(2, 1, 3)",models_arima/openings/arima_Job_Openings_Total_private__Rate_in_Percent_Monthly_Seasonally_Adjusted_(50_to_249_employees)_lag3.pkl
"Job Openings: Total private - Rate in Percent, Monthly, Seasonally Adjusted (All size classes)",0,0.4498801799520173,0.4895349886033344,"(2, 1, 3)",models_arima/openings/arima_Job_Openings_Total_private__Rate_in_Percent_Monthly_Seasonally_Adjusted_(All_size_classes)_lag0.pkl
"Job Openings: Total private - Rate in Percent, Monthly, Seasonally Adjusted (All size classes)",1,0.4603680486882866,0.5012097577023337,"(2, 1, 3)",models_arima/openings/arima_Job_Openings_Total_private__Rate_in_Percent_Monthly_Seasonally_Adjusted_(All_size_classes)_lag1.pkl
"Job Openings: Total private - Rate in Percent, Monthly, Seasonally Adjusted (All size classes)",2,0.45518229232847746,0.49546442563725795,"(2, 1, 3)",models_arima/openings/arima_Job_Openings_Total_private__Rate_in_Percent_Monthly_Seasonally_Adjusted_(All_size_classes)_lag2.pkl
"Job Openings: Total private - Rate in Percent, Monthly, Seasonally Adjusted (All size classes)",3,0.43856774449406916,0.4767964117082647,"(1, 1, 2)",models_arima/openings/arima_Job_Openings_Total_private__Rate_in_Percent_Monthly_Seasonally_Adjusted_(All_size_classes)_lag3.pkl
"Job Openings: Trade, transportation, and utilities - Rate in Percent, Monthly, Seasonally Adjusted (All size classes)",0,0.4927904257672635,0.5661584979586546,"(2, 1, 3)",models_arima/openings/arima_Job_Openings_Trade_transportation_and_utilities__Rate_in_Percent_Monthly_Seasonally_Adjusted_(All_size_classes)_lag0.pkl
"Job Openings: Trade, transportation, and utilities - Rate in Percent, Monthly, Seasonally Adjusted (All size classes)",1,0.49330748542586084,0.5673701246319102,"(2, 1, 3)",models_arima/openings/arima_Job_Openings_Trade_transportation_and_utilities__Rate_in_Percent_Monthly_Seasonally_Adjusted_(All_size_classes)_lag1.pkl
"Job Openings: Trade, transportation, and utilities - Rate in Percent, Monthly, Seasonally Adjusted (All size classes)",2,0.4892223910408358,0.5635767797246621,"(2, 1, 3)",models_arima/openings/arima_Job_Openings_Trade_transportation_and_utilities__Rate_in_Percent_Monthly_Seasonally_Adjusted_(All_size_classes)_lag2.pkl
"Job Openings: Trade, transportation, and utilities - Rate in Percent, Monthly, Seasonally Adjusted (All size classes)",3,0.49122850699286164,0.5648581581621243,"(2, 1, 3)",models_arima/openings/arima_Job_Openings_Trade_transportation_and_utilities__Rate_in_Percent_Monthly_Seasonally_Adjusted_(All_size_classes)_lag3.pkl
"Job Openings: Transportation, warehousing, and utilities - Rate in Percent, Monthly, Seasonally Adjusted (All size classes)",0,0.5127737622524199,0.6105328090445967,"(2, 1, 2)",models_arima/openings/arima_Job_Openings_Transportation_warehousing_and_utilities__Rate_in_Percent_Monthly_Seasonally_Adjusted_(All_size_classes)_lag0.pkl
"Job Openings: Transportation, warehousing, and utilities - Rate in Percent, Monthly, Seasonally Adjusted (All size classes)",1,0.5245303196094105,0.6268435334409127,"(2, 1, 2)",models_arima/openings/arima_Job_Openings_Transportation_warehousing_and_utilities__Rate_in_Percent_Monthly_Seasonally_Adjusted_(All_size_classes)_lag1.pkl
"Job Openings: Transportation, warehousing, and utilities - Rate in Percent, Monthly, Seasonally Adjusted (All size classes)",2,0.5196080110828069,0.6199606271142706,"(2, 1, 2)",models_arima/openings/arima_Job_Openings_Transportation_warehousing_and_utilities__Rate_in_Percent_Monthly_Seasonally_Adjusted_(All_size_classes)_lag2.pkl
"Job Openings: Transportation, warehousing, and utilities - Rate in Percent, Monthly, Seasonally Adjusted (All size classes)",3,0.5150179662927634,0.6136614666638285,"(2, 1, 2)",models_arima/openings/arima_Job_Openings_Transportation_warehousing_and_utilities__Rate_in_Percent_Monthly_Seasonally_Adjusted_(All_size_classes)_lag3.pkl
"Job Openings: Wholesale trade - Rate in Percent, Monthly, Seasonally Adjusted (All size classes)",0,0.37322557770734893,0.5061841765856764,"(1, 1, 2)",models_arima/openings/arima_Job_Openings_Wholesale_trade__Rate_in_Percent_Monthly_Seasonally_Adjusted_(All_size_classes)_lag0.pkl
"Job Openings: Wholesale trade - Rate in Percent, Monthly, Seasonally Adjusted (All size classes)",1,0.3720418619656595,0.504463903398337,"(1, 1, 2)",models_arima/openings/arima_Job_Openings_Wholesale_trade__Rate_in_Percent_Monthly_Seasonally_Adjusted_(All_size_classes)_lag1.pkl
"Job Openings: Wholesale trade - Rate in Percent, Monthly, Seasonally Adjusted (All size classes)",2,0.3773855167953972,0.5119698937177231,"(1, 1, 2)",models_arima/openings/arima_Job_Openings_Wholesale_trade__Rate_in_Percent_Monthly_Seasonally_Adjusted_(All_size_classes)_lag2.pkl
"Job Openings: Wholesale trade - Rate in Percent, Monthly, Seasonally Adjusted (All size classes)",3,0.3872367219986572,0.5237064952255717,"(1, 1, 2)",models_arima/openings/arima_Job_Openings_Wholesale_trade__Rate_in_Percent_Monthly_Seasonally_Adjusted_(All_size_classes)_lag3.pkl
