label,lag,mae,rmse,model_path
"Layoffs and Discharges: Retail trade - Rate in Percent, Monthly, Seasonally Adjusted (All size classes)",1,0.5282625626301704,0.5587744436781559,models_arima/layoffs/arima_Layoffs_and_Discharges_Retail_trade__Rate_in_Percent_Monthly_Seasonally_Adjusted_(All_size_classes)_lag1.pkl
"Layoffs and Discharges: Retail trade - Rate in Percent, Monthly, Seasonally Adjusted (All size classes)",2,0.5089639234442981,0.5404140268764429,models_arima/layoffs/arima_Layoffs_and_Discharges_Retail_trade__Rate_in_Percent_Monthly_Seasonally_Adjusted_(All_size_classes)_lag2.pkl
"Layoffs and Discharges: Retail trade - Rate in Percent, Monthly, Seasonally Adjusted (All size classes)",3,0.5165839259716081,0.5476535602932798,models_arima/layoffs/arima_Layoffs_and_Discharges_Retail_trade__Rate_in_Percent_Monthly_Seasonally_Adjusted_(All_size_classes)_lag3.pkl
"Layoffs and Discharges: State and local - Rate in Percent, Monthly, Seasonally Adjusted (All size classes)",0,0.09646072737824583,0.10849407523515188,models_arima/layoffs/arima_Layoffs_and_Discharges_State_and_local__Rate_in_Percent_Monthly_Seasonally_Adjusted_(All_size_classes)_lag0.pkl
"Layoffs and Discharges: State and local - Rate in Percent, Monthly, Seasonally Adjusted (All size classes)",1,0.09550011374540836,0.10757919630285846,models_arima/layoffs/arima_Layoffs_and_Discharges_State_and_local__Rate_in_Percent_Monthly_Seasonally_Adjusted_(All_size_classes)_lag1.pkl
"Layoffs and Discharges: State and local - Rate in Percent, Monthly, Seasonally Adjusted (All size classes)",2,0.09547985582984786,0.10756243699945849,models_arima/layoffs/arima_Layoffs_and_Discharges_State_and_local__Rate_in_Percent_Monthly_Seasonally_Adjusted_(All_size_classes)_lag2.pkl
"Layoffs and Discharges: State and local - Rate in Percent, Monthly, Seasonally Adjusted (All size classes)",3,0.09562969737303888,0.10770105383586048,models_arima/layoffs/arima_Layoffs_and_Discharges_State_and_local__Rate_in_Percent_Monthly_Seasonally_Adjusted_(All_size_classes)_lag3.pkl
"Layoffs and Discharges: State and local government education - Rate in Percent, Monthly, Seasonally Adjusted (All size classes)",0,0.05537521380838902,0.07633337602766647,models_arima/layoffs/arima_Layoffs_and_Discharges_State_and_local_government_education__Rate_in_Percent_Monthly_Seasonally_Adjusted_(All_size_classes)_lag0.pkl
"Layoffs and Discharges: State and local government education - Rate in Percent, Monthly, Seasonally Adjusted (All size classes)",1,0.054982854019898796,0.07590219455518826,models_arima/layoffs/arima_Layoffs_and_Discharges_State_and_local_government_education__Rate_in_Percent_Monthly_Seasonally_Adjusted_(All_size_classes)_lag1.pkl
"Layoffs and Discharges: State and local government education - Rate in Percent, Monthly, Seasonally Adjusted (All size classes)",2,0.0552596209220766,0.07619744292058638,models_arima/layoffs/arima_Layoffs_and_Discharges_State_and_local_government_education__Rate_in_Percent_Monthly_Seasonally_Adjusted_(All_size_classes)_lag2.pkl
